Project_x,Hole,From_m,To_m,Alt_Group,Alt_Intensity,Alt_Style,Alt1,Alt1_Int,Alt2,Alt2_Int,Alt3,Alt3_Int,Alt4,Alt4_Int,Comments_x,Au_Best_ppm,Ag_Best_ppm,Cu_Best_ppm,Pb_Best_ppm,Zn_Best_ppm,RQD_m,RQD_Pct,Hardness,Weathering,Num_Fractures,Fractures_per_m,Fracture_Infill,Roughness,Shape,Comments_x,Colour,Oxidation,Foliation,QtzCarb_Replacement_Pct,Lith1_Group,Lith1,Lith1_Texture,Lith1_Bedding,Lith1_Volc_Txt1,Lith1_Volc_Txt2,Comments_y,Reading1,Reading2,Reading3,Avg_Reading,Comments_x,Min_Intensity,Min_Style,Min_Pct,VG,Min1,Min2,Min3,Comments_y,Bedding_Confidence,Bedding_Style,Bedding_Bed_Thickness,Bedding_Younging_Direction,Bedding_Angle_TCA,Bedding_Cleavage_Angle,Fabric1_Feature,Fabric1_Confidence,Fabric1_Intensity,Fabric1_Angle_TCA,Fabric2_Feature,Fabric2_Confidence,Fabric2_Intensity,Fabric2_Angle_TCA,Comments_x,Total_Pct_Vein,Vein1,Vein1_Pct,Vein1_Style,Vein1_Form,Vein1_Internal_Structure,Vein1_Pct_Sulphide,Vein1_Angle_TCA,Vein1_VG,Vein2,Vein2_Pct,Vein1_Grain_Size,Vein2_Style,Vein2_Form,Vein2_Internal_Structure,Vein2_Pct_Sulphide,Vein2_Angle_TCA,Vein2_VG,Vein3,Vein3_Pct,Vein3_Style,Vein3_Form,Vein3_Internal_Structure,Vein3_Pct_Sulphide,Vein3_Angle_TCA,Vein3_VG,Comments_y
GCL,KAD17-045,366.96,368.81,SerQtzCarb,3,PER,CB,3,QZ,4,MS,3,,,,,,,,,,,,,,,,,,,GREEN-GRY,UO,MOD,15,UM,DYKE-UM,,,,,"Grey-olive green coloured. 	Alteration: pervasive strong qz, moderate carb and sericite. Sheeted zoned  and deformed QC veins, undeformed stringer QC and individual qz veins. 	Intense disseminated pyrite mineralization (up to 1mm grain size). 	Moderate foliation of 40 degrees TCA.",,,,,,5,DIS,3,FALSE,PY,,,,,,,,,,FOL,HIGH,3,40,,,,,,7.1,QC,5,SHT,DEF,ZON,0,70,FALSE,QC,0.1,,STR,NOD,MAS,0,10,FALSE,QZ,2,IDV,NOD,MAS,0,20,FALSE,
GCL,KAD17-045,368.81,372.12,FuQtzCarb,3,PER,CB,3,QZ,3,FU,2,MS,2,"Fuchsite weak-moderate overall, selective alteration. Stronger sericite alteration downhole.",,,,,,,,,,,,,,,,GREEN-GRY,UO,ST,20,UM,UM,MASS,,,,"Grey-green coloured. Alteration: QC moderate and pervasive, moderate patchy fuchsite and sericite. 	Individual zoned and deformed stockwork QC veins, and deformed sheeted QC veins. Trace to weak disseminated pyrite (fine-grained <0.1mm). Strong foliation at 50 degrees TCA.",,,,,,2,DIS,0.25,FALSE,PY,,,Trace to weak.,,,,,,,FOL,HIGH,4,50,,,,,,10,QC,5,STW,DEF,ZON,0,60,FALSE,QC,5,,SHT,DEF,MAS,0,15,FALSE,,,,,,,,FALSE,
GCL,KAD17-045,372.12,374.15,QtzCarb,4,FRC,AB,4,QZ,4,MS,2,CB,2,"Sericite appears at the margin of the dyke, stongly Qz-Ab altered.",,,,,,,,,,,,,,,,GREY,UO,MOD,10,DYK,DYKE-ALB,,,,,"Grey coloured. Alteration: strong-intense quartz-albite, weak carbonate, weak overall sericite (concentrated at margin of the dyke). 	Deformed stockwork QC veins and stingers, deformed qz individual veins; these veins contain pyrite minerals. Moderate to strong mineralization of pyrite, concentrated within veins and fractures. Weak-moderate foliation of 45 degrees TCA.",,,,,,3,VN,1.5,FALSE,PY,,,"Moderate to strong, concentrated along veins, margins of veins, and fracures.",,,,,,,FOL,HIGH,2,45,,,,,"Weak-moderate overall, the albitized sections do not display foliation.",16,QC,10,STW,DEF,ZON,2,40,FALSE,QZ,5,,IDV,DEF,MAS,3,60,FALSE,QC,1,STR,DEF,MAS,2,55,FALSE,The veins contain pyrite mineralization in variable amount 1%-10%.
GCL,KAD17-045,374.15,377.1,SerQtzCarb,3,PER,CB,3,QZ,4,MS,2,,,"QC strong locally, sericite weak-moderate.",,,,,,,,,,,,,,,,GREEN-GRY,UO,MOD,20,UM,UM,,,,,"Grey-brown coloured. 	Alteration: quartz (strong-intense locally), carbonate moderate (brown coloured), sericite weak to moderate.Forms a gradational contact boundary with the next domain downhole. QC deformed and zoned stockwork veins, and QC individual veins. 	Trace disseminated pyrite mineralization (very fine-grained). Moderate to strong foliation; stronger at the gradational contact boundary, 45 degrees TCA.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,HIGH,3,45,,,,,Foliation gets stronger downhole.,25,QC,20,STW,DEF,ZON,0.1,,FALSE,QC,5,,IDV,DEF,MAS,0,30,FALSE,,,,,,,,FALSE,The stockwork vein angle could not be reliably measured. Vein 2 ranges from 20-30 dgrees TCA.
GCL,KAD17-045,377.1,392.59,ChlQtzCarb,4,PER,CB,4,QZ,2,CA,4,CL,4,"Strong alteration stockwork vein envelope of weak quartz/talc, and strong carbonate/calcite intruding within chlorite-rich ultramafics.",,,,,,,,,,,,,,,,GREEN-GRY,UO,ST,30,UM,UM,,,,,"Grey-black coloured. Alteration: strong chlorite and carbonate; moderate talc, and weak calcite, and quartz. Stockwork deformed QC-carb-calcite-talc and vuggy calcite veins, QC stringers. 	Moderate overall  mineralization of disseminated pyrite (some euhedral crystals) concentrated along foliation planes, up to 0.5cm grain size. Strong overall foliation of 50 degrees TCA as defined by the deformed stockwork QC veins.",,,,,,3,DIS,1,FALSE,PY,,,,,,,,,,FOL,HIGH,4,50,,,,,Defined by stockwork QC veins.,29,QC,25,STW,DEF,MAS,0,55,FALSE,CC,3,,STW,DEF,VUG,0,50,FALSE,QC,1,STR,NOD,MAS,0,70,FALSE,
GCL,KAD17-045,392.59,408.95,ChlQtzCarb,3,PER,CA,2,CB,3,QZ,4,TA,3,Chlorite alteration pervasive throughout. QC-talc-calcite alteration relates to the stockwork veins. Quartz alteration of the ultramafics is moderate to strong.,,,,,,,,,,,,,,,,GREY-BLK,UO,WK,30,UM,UM,BRECCIA,,,,"Grey-black coloured. Alteration: strong pervasive qz, chlorite, and carbonate; moderate talc, calcite. Silicified UM, hard to scratch. QC-calcite-talc deformed stockwork veins, individual deformed carb-calcite veins, and QC stringer veins.	QC 2-3mm sized patches within the UM in localized sections. Brecciated texture with 0.5-2cm UM clasts surrounded by stockwork QC-calcite veins. Trace disseminated sulphide mineralization; overall pyrite is very sparse throughout (very fine grained in the ultramafics to 1cm in size within the QC-talc-calcite veins). Weak to moderate foliation of 45 degrees TCA.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,HIGH,2,50,,,,,Weak to moderate foliation.,22,QC,20,STW,DEF,MAS,0.5,45,FALSE,CC,1,,IDV,DEF,MAS,0.5,20,FALSE,QC,1,STR,NOD,MAS,0,50,FALSE,Veins also contain talc. Vein 2 is Carb-calcite abundant.
GCL,KAD17-045,408.95,443.67,ChlQtzCarb,4,PER,CB,4,CL,4,CA,2,TA,2,The stockwork veins are abundant in carbonate/calcite/quartz and moderate in talc. The ultramafic contains strong chlorite alteration with pervasive QC.,,,,,,,,,,,,,,,,GREY-BLK,UO,ST,30,UM,UM,,,,,"Grey-Black coloured. Alteration: Strong chlorite and carbonate, moderate talc, quartz, weak calcite. 	Very soft unit overall; easy to scratch. Deformed stockwork QC-calcite-talc veins, individual deformed QC zoned veins. Localized patches of QC (1-2mm size) within the ultramafic unit. Trace pyrite mineralization; appears very fine-grained and as very sparse 0.5cm grains concentrated on foliation plains. Strong foliation overall as defined by QC veins; 50 degrees TCA.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,HIGH,4,50,,,,,,25,QC,20,STW,DEF,MAS,0,55,FALSE,QC,5,,IDV,DEF,ZON,0,60,FALSE,,,,,,,,FALSE,
GCL,KAD17-045,443.67,447.25,ChlQtzCarb,3,VNE,CB,3,QZ,3,TA,2,CL,4,"QC-talc alteration is related to the stockwork veins, the ultramafic are chlorite altered.",,,,,,,,,,,,,,,,GREY-BLK,UO,ST,40,UM,UM,FLTD,,,,"Grey-black coloured. Part of a gradational contact boundary with the Timiskaming formation and fault zone. Deformed with crenulations. 	Alteration: moderate QC-talc within the veins, and chlorite of the ultramafic units. Increased intensity of QC veining to the previous unit uphole; the veins are mostly deformed stockwork with massive texture (minor amount of veins are vuggy). Intense disseminated sulphide mineralization of pyrite and arsenian-pyrite (up to 2mm grain size). Moderate-strong foliation at 35 degrees TCA.",,,,,,5,DIS,3,FALSE,PY,,,Pyrite and arsenian-pyrite.,,,,,,,FOL,HIGH,4,35,VN,HIGH,3,30,Localized albite-mixed vein.,38,QC,35,STW,DEF,MAS,3,40,FALSE,QC,2,,IDV,DEF,ZON,2,50,FALSE,QC,1,STR,NOD,MAS,0,35,FALSE,"Vein 1 displayed small-scale, localized vuggy texture."
GCL,KAD17-045,447.25,448.85,Qtz,4,VNE,QZ,4,,,,,,,Qz-feldspar vein.,1.935,,,,,,,,,,,,,,,GREEN-GRY,UO,WK,10,VN,FAULT,PORPH,,,,"White-green coloured. Part of the gradational fault zone boundary. 	Up to 1 cm size euhedral feldspar grains surrounded by quartz. 35 degree TCA vein contact boundary. 	Qz sheeted veins and QC stringers. 	Trace pyrite mineralization (up to 1 mm grain size). Trace foliation at 40 degrees TCA.",0.374,,,0.374,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,MOD,1,40,,,,,,10,QC,5,SHT,NOD,MAS,0,25,FALSE,QC,5,,STR,NOD,MAS,0,40,FALSE,,,,,,,,FALSE,
GCL,KAD17-045,448.85,450.26,ChlQtzCarb,3,SEL,QZ,3,CB,3,MS,2,CL,3,"Ultramafics are chlorite altered, Timiskaming sediments are sericite altered. The veins are of QC alteration.",0.097,,,,,,,,,,,,,,,GREY,UO,ST,25,UM,MIXED,FLTD,,,,"Grey coloured. 	Alteration: moderate pervasive QC, moderate chlorite, weak sericite. Part of the gradational, faulted contact boundary. 	Mixed ultramafics with the Timiskaming units, foliated between the QC veins. Deformed QC stockwork veins, and zoned sheeted veins. Trace pyrite mineralization, very fine grained. 	Strong overall 35 degree TCA foliation.",0.56,,,0.56,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,HIGH,4,35,FLT,MOD,3,30,,25,QC,20,STW,DEF,MAS,0,30,FALSE,QC,5,,SHT,DEF,MAS,0,25,FALSE,,,,,,,,FALSE,
GCL,KAD17-045,450.26,451.8,Carb,5,VNE,CB,5,,,,,,,Carbonate vein.,0.0025,,,,,,,,,,,,,,,PINK,UO,NON,60,VN,VEIN,FLTD,,,,"Rhodochrosite (Mn-Carbonate). Pink coloured. 	Breccia; angular clasts of mixed ultramafic to Timiskaming sediments of up to 5cm size. 	Vuggy texture within the carbonate vein. Within the contact boundary faulting zone; section is thoroughly broken. Trace pyrite mineralization within the brecciated clasts. No foliation is visible.",0.485,,,0.485,,1,DIS,0.1,FALSE,PY,,,Sulphides are within the brecciated clasts.,,,,,,,VN,HIGH,4,,,,,,"Angle could not be reliably measured, section is mashed.",0.1,QC,0.1,STR,NOD,MAS,0,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,The stringer vein angle could not be reliably measured.
GCL,KAD17-045,451.8,465,SerQtzCarb,3,PER,MS,4,QZ,3,CB,3,CL,2,,,,,,,,,,,,,,,,,GREEN-OL,UO,ST,15,SED,SED-MSSS,BED,MED,,,"Pale-green coloured. Finely laminated, younging direction is uphole; graded beds of up to 40 cm. 	Alteration: moderate pervasive QC, moderate-strong sericite, weak chlorite. 	Deformed sheeted qz veins, and QC stringers. 	Trace pyrite mineralization (very fine grained <0.1mm). Strong foliation at 45 degrees TCA.",,,,,,1,DIS,0.1,FALSE,PY,,,,HIGH,LAM,MED,UP,45,PLL,FOL,HIGH,4,45,,,,,,7,QZ,5,SHT,DEF,MAS,2,55,FALSE,QC,1,,IDV,DEF,MAS,0,10,FALSE,QC,1,STR,DEF,MAS,0,80,FALSE,
GCL,KAD17-046,7.92,34.95,ChlQtzCarb,3,PER,CL,3,CB,3,QZ,2,AB,2,Grey-purple albitic alteration is limited to the deformed varioles.,,,,,,,,,,,,,,,,GREEN,WO,ST,15,MAFIC,MAFIC,APHAN,,PERL,VAR,"Green Black.  Rusty oxidation weak along fractures, concentrated near top of hole and at 27.79-30.3 m.  	Chlorite-Quartz-Carbonate alteration pervasive, chlorite alteration moderate-strong, carbonate moderate, quartz weak.  	Quartz-carbonate alteration increases down-hole at 23-34.95 m to moderate-strong.  	Albite alteration weak-trace overall, concentrated on varioles.  Veins quartz-carbonate massive, deformed individual 40TCA parallel foliation and 60TCA crosscut foliation.  Localized patches of stockwork vein-network possibly monomictic breccia (not hyaloclastite).  	Moderately to strongly foliated 40TCA.  	Pyrite weak, fine, disseminated, rare local strong patches and weak stringers.  Lucoxene fine, disseminated in local patches, trace to weak.  Varioles deformed (stretched or flattened), albite altered.  	Perlites opaque white.  Monomictic Breccia exhibiting arcuate clasts possibly hyaloclastites.  	Possible infrastructure at 30.13-30.16 m recovered rounded gravel size pieces of rock.  	Bottom contact is sharp and planar at 30TCA along fine fracture.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-046,34.95,39.09,QtzCarb,3,PER,CB,3,QZ,3,AB,3,,,,,,,,,,,,,,,,,,,GREY,TO,WK,10,INTERMED,INTERMED,GRAN,,,,"Grey.  Fe oxidation along fractures trace.  	Possible Diabase Dyke interrupting the Mafic domain above.  Equigranular, Fresh, possible biotite.  Quartz-Carb-Alb Alteration moderate, pervasive.  Quartz-Carb Veining moderate-weak, individual massive and zoned veins and fine vuggy veins crosscut foliation.  	Weak foliation 40TCA.  Trace fine disseminated pyrite.  	Lower contact sharp, parallel to foliation 40TCA",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,FOL,HIGH,2,40,,,,,,5,QC,2,IDV,NOD,MAS,0,50,FALSE,QC,2,,IDV,NOD,ZON,0,30,FALSE,QC,1,IDV,NOD,VUG,0,30,FALSE,
GCL,KAD17-046,39.09,49.8,QtzCarb,3,PAT,GR,2,QZ,3,CB,1,MS,2,Wispy sericite concentrated at top contact,,,,,,,,,,,,,,,,GREY-BLK,TO,MOD,15,MAFIC,MAFIC-SS,BRECCIA,MASS,PERL,,"Mixed zone of strongly foliated/sheared Perlitic Mafic volcanic 39.09-42.1 m, Mafic Volcanic mixed with Mudstone-sandstone 42.1-47.91 m, and thickly bedded massive Sandstone 47.91-49.8 m.  	Grey-Black.  Oxidation along fractures trace.  Aphanitic, Perlitic, Massive.  Quartz-Carbonate content 15 % overall.  	Quartz-Carbonate-Graphite alteration moderate overall, quartz strong, pervasive and in strong smoky veins, carbonate weak-trace pervasive, weak graphite in local patches of mudstone.  	Smoky quartz veins massive, thick, and strong, contain up to 1 % pyrite.  	Quartz-carbonate veins thin, weak, massive.  Foliation intense-strong 35TCA 39.09-42.1, weak-moderate 42.1-49.8 m 50TCA.  Pyrite mineralization strong, disseminated, in patches, and in lesser amounts of stringers and smoky quartz veins.  	Arsenopyrite disseminated, extremely fine, trace.",,,,,,4,DIS,5,FALSE,PY,AS,,,,,,,,,,,,,,,,,,6,QZ,5,IDV,DEF,MAS,1,50,FALSE,QC,1,,IDV,DEF,MAS,0.1,50,FALSE,,,,,,,,FALSE,Smoky quartz veins up to 14 cm thick
GCL,KAD17-046,49.8,53.03,QtzCarb,2,SEL,GR,2,QZ,3,CB,1,,,,,,,,,,,,,,,,,,,BLACK,UO,MOD,10,SED,SED-MSSS,BED,THIN,,,"Graded bedding with younging up-hole nicely visible at 52.69m.  	Upper contact is parallel to foliation and bedding 50TCA and marked by the appearance of graded bedding.  	Black-Grey.  Quartz-Carbonate content10 % overall.  Quartz-Carbonate-Graphite alteration overall moderate, quartz strong pervasive and in veins, carbonate weak-trace, graphite moderate-weak in mudstone.  Veins Quartz-Carbonate and thick grey smoky Quartz.  Medium-thinly bedded.  Foliation parallel bedding 40-50TCA.  Pyrite strong, disseminated, in patches, and in veins.  Possible Arsenopyrite disseminated, extremely fine trace.  Zone of strong stockwork veining at 51.7 m 30 cm wide.",,,,,,4,DIS,5,FALSE,PY,AS,,,HIGH,GRD,THIN,UP,40,,FOL,HIGH,3,40,,,,,,15,QZ,10,IDV,DEF,MAS,0.1,50,FALSE,QC,4,,IDV,DEF,MAS,0.1,40,FALSE,QC,1,STW,DEF,MAS,0.1,50,FALSE,
GCL,KAD17-046,53.03,59.13,FuQtzCarb,3,PER,FU,2,CB,3,QZ,4,CL,1,,,,,,,,,,,,,,,,,GREEN-GRY,TO,ST,20,UM,UM-SS,BAND,,,,"Possible mix zone of strongly banded/striped ultramafic-sandstone.  Upper contact is gradational over approximately 10 cm with the appearance of weak fuchsite altered ultramafic parallel to foliation 50TCA.  Grey-Green.  	Fine-grained, thinly bedded/banded.  	Quartz-Carbonate content overall 20 %.  	Fuchsite-Quartz-Carbonate alteration pervasive moderate overall, fuchsite weak, quartz strong, carbonate moderate.  Weak to trace chlorite along local very fine layers.  	Veins quartz-carbonate, 15 %, mainly parallel foliation.  Foliation strong 50TCA.  Pyrite very fine, disseminated, trace.  Arsenopyrite extremely fine, disseminated, trace.",,,,,,1,DIS,0.1,FALSE,PY,AS,,,,,,,,,,,,,,,,,,15,QZ,10,IDV,DEF,MAS,0,50,FALSE,QC,4,,IDV,DEF,MAS,0,50,FALSE,QC,1,IDV,NOD,MAS,0,40,FALSE,40TCA veins crosscuts foliation
GCL,KAD17-046,59.13,70.93,ChlCarbCal,4,PER,CL,4,CB,4,CA,3,,,,,,,,,,,,,,,,,,,GREEN-BLK,TO,ST,25,UM,UM,APHAN,,,,"Part of a large domain of ultramafic 59.13-162 m interrupted by a fault below.  Upper contact is gradational over approximately 10 cm with the disappearance of fuchsite and marked increase in chlorite and the appearance of calcite.  Green-White-Grey.  Aphanitic, massive.  Quartz-Carbonate content 25 %, mostly carbonate-calcite.  Chlorite-Carbonate-Calcite alteration strong in chlorite rich bands and carbonate-calcite rich bands.  A weak local patch of brown albite/sericite 73.1-73.63 m.  Veining 30 % carbonate-calcite, stockwork, deformed.  	Quartz-Carbonate vein weak, localized closer to lower contact.  	Foliation strong 40 to 50TCA.  	Pyrite fine, disseminated, trace.  Core not recovered at 70.93-72 m.",,,,,,1,DIS,0.1,FALSE,PY,,,,,,,,,,,,,,,,,,,25,CC,23,STW,DEF,MAS,0,40,FALSE,QC,2,,IDV,DEF,MAS,0,40,FALSE,,,,,,,,FALSE,
GCL,KAD17-046,70.93,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VOID,VOID,,,,,Void within chlorite-calcite altered massive ultramafic.,,,,,,,,,FALSE,,,,,,,,,,,OTH,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-046,72,89.06,ChlQtzCarb,4,PER,CL,4,CB,4,CA,3,,,,,,,,,,,,,,,,,,,GREEN-BLK,TO,ST,25,UM,UM,APHAN,,,,"Part of a large domain of ultramafic 59.13-162 m interrupted by a fault below.  Upper contact is gradational over approximately 10 cm with the disappearance of fuchsite and marked increase in chlorite and the appearance of calcite.  Green-White-Grey.  Aphanitic, massive.  Quartz-Carbonate content 25 %, mostly carbonate-calcite.  Chlorite-Carbonate-Calcite alteration strong in chlorite rich bands and carbonate-calcite rich bands.  A weak local patch of brown albite/sericite 73.1-73.63 m.  Veining 30 % carbonate-calcite, stockwork, deformed.  	Quartz-Carbonate vein weak, localized closer to lower contact.  	Foliation strong 40 to 50TCA.  	Pyrite fine, disseminated, trace.  Core not recovered at 70.93-72 m.",,,,,,1,DIS,0.1,FALSE,,,,,,,,,,,FOL,HIGH,4,40,,,,,,23,CC,23,STW,DEF,MAS,0,40,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-046,89.06,92.89,QtzCarb,3,PER,CB,3,QZ,3,CL,2,CA,2,,,,,,,,,,,,,,,,,GREY,WO,MOD,25,FLT,FAULT,FLTD,,,,"A likely brittle-semiductile fault zone within a large ultramafic domain likely at a place where alteration style changes.  Moderate Fe oxidation along fracture planes.  	Grey-White-Orange.  	Quartz-Carbonate alteration overall strong-moderate, 25 %.  	Quartz-Carbonate-Calcite-Chlorite-Sericite/Albite alteration in bands of moderate chlorite weak sericite/albite and strong quartz-carbonate in veins. 	Calcite local, patchy, weak.  Gauge clay local.  	Veins Quartz-Carbonate, strong.  Possible Arsenopyrite trace extremely fine disseminated.",,,,,,1,DIS,0.1,FALSE,AS,,,,,,,,,,FLT,HIGH,4,50,,,,,,20,QC,20,STW,FLT,MAS,0,50,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-046,92.89,108.5,FuQtzCarb,3,PER,FU,3,CB,3,QZ,3,AB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-046,108.5,111.86,Graph,2,FRC,GR,2,FU,3,CB,3,QZ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-046,111.86,141.08,FuQtzCarb,3,PER,FU,3,CB,2,QZ,3,AB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-046,141.08,151.39,ChlQtzCarb,2,PER,CL,3,CB,4,QZ,2,CA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-046,151.39,156.05,Graph,2,FRC,GR,2,CL,2,CB,4,QZ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-046,156.05,164.38,TalcChl,3,PAT,FU,1,CB,3,QZ,2,TA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-046,164.38,165.48,FuQtzCarb,4,PER,FU,4,CB,4,QZ,4,MS,2,,,,,,,,,,,,,,,,,GREEN-EM,TO,MOD,20,UM,UM,APHAN,,,,"Upper contact is sharp, marked by dramatic increase in Fuchsite-Quartz-Carb alteration.  Just above Stope-Fill-Void zone.  Emerald Green.  	Fuchsite-Quartz-Carb alteration strong-moderate, pervasive, in patches.  Yellow possible brown carbonate/sericite in weak patches. Veins quartz and quartz-carbonate dominated.  0.5 % VG in quartz vein 4.5 cm wide at 164.71 m 50TCA.  Pyrite fine, trace disseminated.  Arsenopyrite extremely fine, possibly trace.  Foliation moderate-weak 40TCA.",,,,,,2,DIS,0.5,TRUE,PY,AS,,,,,,,,,FOL,HIGH,3,40,,,,,,10,QZ,5,IDV,DEF,MAS,0,50,TRUE,QC,3,,IDV,DEF,ZON,0,70,FALSE,QC,2,IDV,DEF,MAS,0,40,FALSE,
GCL,KAD17-046,165.48,183,FuQtzCarb,4,PER,FU,4,QZ,4,CB,3,MS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,DIS,0.5,FALSE,PY,AS,,,,,,,,,FOL,HIGH,3,50,,,,,,10,QZ,5,IDV,DEF,MAS,0.1,40,FALSE,QC,5,,IDV,DEF,MAS,0.1,50,FALSE,,,,,,,,FALSE,
GCL,KAD17-046,183,186,,,,,,,,,,,,,,,,,,0,0,MS,W1,0,,,RO,IR,,,,,,VOID,VOID,,,,,Void preceding a heterolithic stope fill zone.,,,,,,,,,FALSE,,,,,,,,,,,OTH,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-046,186,196.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FILL,GRAVEL,,,,,"Stope Fill with Voids (STOPE-FILL-VOID) VG  Heterolithic stope fill zone with voids and small round ground core predominantly Ultramafic with trace oxidation along fractures.  	Emerald Green strongly pervasively fuchsite-quartz-carbonate altered ultramafic has grey smoky quartz vein up to 3 cm wide, albitic dyke clasts, disseminated weak pyrite, weakly to moderately foliated, patches of yellow-brown carbonate/sericite, and one 2 mm VG in a 2 cm wide quartz vein.  	Grey Ultramafic is strongly pervasively quartz altered with fine banding, trace pervasive fuchsite alteration, strong foliation cross-cut by quartz-carbonate veins, weak disseminated pyrite, it looks like a sandstone-ultramafic mix clastic.  Voids/zones of no core recovery at 190.5-191 m, 193-193.9 m, 195.8-196.65 m.",,,,,,,,,FALSE,,,,,,,,,,,OTH,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-046,196.65,199.43,FuQtzCarb,4,PER,FU,4,CB,4,QZ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-046,199.43,203.14,ChlCarb,4,PER,CL,3,CB,4,MS,2,FU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCL,KAD17-046,203.14,204.3,FuQtzCarb,5,SEL,QZ,4,CB,4,FU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,QC,25,STW,DEF,MAS,0.1,30,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,
GCL,KAD17-046,204.3,210.35,FuQtzCarb,4,PER,FU,2,CB,4,QZ,3,MS,2,,,,,,,,,,,,,,,,,GREEN-GRY,UO,WK,20,UM,UM,GRAN,,,,"Massive Ultramafic containing felsic quartz-feldpar porphyry clasts and possible dykes.  Fuchsite-Quartz-Carb alteration moderate overall, fuchsite weak, quartz moderate, carbonate strong.  	Weak brown-yellow carb/sericite patchy to pervasive weak.  	Veining strong at top contact, weak further down-hole.  White Quartz-Carb vein adjacent to smoky quartz vein contains brecciaed pieces of ultramafic and possible quartz-feldspar porphyry at 204.3-204.6 m.  	Pyrite fine, disseminated, weak.  Arsenopyrite fine, disseminated, weak, local.  Probable chalcopyrite fine, possibly trace.  Quartz-Feldspar Porphyry dyke at 209.9-210.3 m has VG.  	Foliation moderate 30TCA.  Likely albitic dyke beyond 211 m.  Bottom contact is sharp against an albitic dyke.",,,,,,3,DIS,2,TRUE,PY,AS,CP,,,,,,,,FOL,MOD,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
