Project,Hole,From_m,To_m,Colour,Oxidation,Foliation,QtzCarb_Replacement_Pct,Lith1_Group,Lith1,Lith1_Texture,Lith1_Bedding,Lith1_Volc_Txt1,Lith1_Volc_Txt2,Comments,ImagePath,Relog,Logger,Timestamp
GCL,KAD17-074,230.78,249,GREY,UO,WK,20,MAFIC,MAFIC,MASS,,,,"Grey-coloured. Localized patchy texture of diffuse QC grains; possible amygdules; 2-4mm size. 	Mudstone graphitic to chlorite altered lamellae along foliation plains. 	Alteration: moderate to strong Qz/Ab, strong pervasive carb-calcite, weak to moderate chlorite, moderate (selective) graphite. Sheeted carb-calcite veins, deformed individual QC-calcite zoned veins, stockwork deformed massive-zoned QC-calcite veins. 	Trace pyrite fine within groundmass and veins, trace chalcopyrite within veins and at vein margins. Weak overall foliation at 50 degrees TCA.",,0,Andrienko,9/17/2017
GCL,KAD17-075,0,13,,,,,OVB,OVB,,,,,OVB,,0,Unknown,9/15/2017
GCL,KAD17-075,13,16.06,GREY-BLK,UO,NON,0.45,UM,UM,MASS,,,,"Dark blue grey ultramafic. Pervasive Qtz-Talc-carb alterations, moderate.	Veins, Stockwork .1mm-2cm size, White veins ductile deformation textures. 	Matrix is moderately Siliceous. Trace to weak Pyrite disseminated > .1mm grains, .1%. Gradual contact in lower zone",,0,Unknown,9/17/2017
GCL,KAD17-075,16.06,20.21,GREY,TO,MOD,30,UM,UM,MASS,,,,"Fuch Ultramafic,Light grey upper Ultramafic contact, that transitions into a light green to pine green Fuch.
Pervasive Fuch alterations Mod-High. Pervasive Qz-Carb veins, white in color. Patch Spots of Qtz-carb veins throughout that are wispy >1mm-5cm.Oxidation along breaks and veins, Near surface (orange to brown). 	Disseminated Pyrite .1% >.1mm. Trace to Weak in the veins. 	Granular-Aphanitic Fuch. Lower contact is gradational into foliated squiggly",,0,Unknown,9/16/2017
GCL,KAD17-075,20.21,23.54,GREY,UO,WK,30,DYK,UM-ALB,MASS,,,,"Light grey, to light brown Carb. Pervasive Qtz-Alb alterations, high. Pervasive Qtz-Carb veins clear to white. >.1mm-3cm. Stockwork and stringers throughout the dyke.  Also sheeted Qtz-Carb veins. Oxidation along cracks (brown to orange). 	Disseminated Trace to wear Pyrite .1% >.1mm sized. Higher mineralization in a band of brown carb at the top of the contact. 	Brecciated on the lower contact with Fuch Ultramafic.",,0,Unknown,9/16/2017
GCL,KAD17-075,23.54,36.78,GREY,UO,WK,30,UM,UM,MASS,,,,"Fuch Ultramafic
Light grey upper contact, gradual from yellow brown to pine green.	Aphanitic-Granular siliceous mod Fuch strong Qz-Carb mod-strong foliated. Rock looks reworked from the Albite dyke from above. Oxidation along the cracks from weathering. Qtz-Carb veins >.1-5cm. Clear to white.  Stockwork to sheeted. Brecciated veins. Pervasive Fuch-Qtz-Carb, light to moderate. Disseminated Pyrite weak to light  >.1%  >.1mm size.",,0,Unknown,9/16/2017
GCL,KAD17-075,36.78,38.59,BROWN,UO,ST,20,UM,UM,MASS,,,,"Brown Sericite/Carb Ultramafic. Brown to yellow Carb mix with the fuchsite ultramafic. 	Massive siliceous with strong foliation along the upper and lower contact with the fuch ultramafic. Brown sericite alteration 40%. Stockwork to sheets and stringers. Qtz-Carb veins .1mm-5mm. 10% veins. 	Segments of brown carb are brecciated with stronger brown carb at the top of the contact. Disseminated Py .1%, >.1mm-1mm, Disseminated CP.1%, >.1mm.",,0,Unknown,9/16/2017
GCL,KAD17-075,38.59,61.31,GREEN-EM,TO,MOD,30,UM,UM,MASS,,,,"Light to pine green fuchsite ultramafic Upper contact has a diffuse but sharp break with lower contact being gradual. Qtz-Carb alteration is low. Qtz-Carb veins >.1-5cm. Clear to white. Stockwork to sheeted and stringers.  Brecciated veins moderately deformed. Foliation moderate with patchy deformation. 	Mineralization is light with localized mineralization stronger in Qtz-Carb veins. Py .25% CP .25%. Size of the mineralization is >.1mm and is disseminated. 57m-58m has a small section of Brown Carb that has foliation. Moderately massive Fuchsite.",,0,Unknown,9/17/2017
GCL,KAD17-075,61.31,68.8,GREEN-GRY,TO,ST,20,UM,UM,MASS,,VAR,,"Brown Sericite/Carb Ultramafic. Light Brown green Sericite (brown carb). 	Lower contact is gradual with Fuchsite lower. 	Stockwork veins and stringers 25% >1mm-5mm with sheeted veins 8mm.The brown carb domain is massive with patchy brown carbs. Joints and cracks have oxidation of brown  	Pervasive alteration is Ser-Qtz-Carb 30%,Moderate. Mineralization is low >.1% Py, CP.",,0,Unknown,9/17/2017
GCL,KAD17-075,68.8,72,GREY,UO,WK,20,UM,UM,GRAN,,,,"Light grey Ultramafic. Upper contact is diffuse with strong foliation. Alteration is pervasive Qtz-Chl-Carb is weak-light 40%. 	Stockwork is strong with Qtz-Chl-Carb veins 15% >.1mm-3mm, with stringers. 	Foliation >.1mm-5cm Qtz-Carb veins. Upper contact has a granular texture >.1mm  Qtz-Carb grains. Mineralization is low >.1% Py, CP.",,0,Unknown,9/18/2017
GCL,KAD17-075,72,75.65,NA,UO,NA,0,VOID,VOID,,,,,3.65m Void,,0,Hoang,9/18/2017
GCL,KAD17-075,75.65,76.89,GREEN-GRY,UO,MOD,25,VOID,GRAVEL,GRAN,,,,"Grey Green Ultramafic,  Qtz-Chl-Carb Alteration 20%.
Foliation moderate 40 degrees boulder? Qtz-Carb veins 1mm-4mm size with granular texture. Sericite(Brown Carb) patchy. Qtz-Carb veins are strongly deformed with strong zoning with purple hue, massive Qtz interior and carb on the rim.",,0,Hoang,9/19/2017
GCL,KAD17-075,76.89,78,GREEN-BLK,UO,MOD,25,UM,UM,MASS,,,,"Green Black Ultramafic, Upper contact is sharp b/c of void (gravel). Alteration Qtz-Chl-Carb 30%. Foliation of chlorite 80 degrees. Qtz-Carb veins with Chl veins  mixed in massive. Qtz vein is intensely deformed showing signs of slip and slicks. Stock work veins that are cross cut by stringers and large Qtz veins that is squiggly for 59cm. Mineralization Py, CP >.1% disseminated and along foliation planes. >.1mm in size.",,0,Hoang,9/19/2017
GCL,KAD17-075,78,81.66,GREEN-GRY,TO,ST,30,UM,UM,MASS,,,,"Grey Green ultramafic, Alteration is Qtz-Chl-Carb Pervasive. Foliation is Moderate to strong with >1mm-1mm foliation. Qtz-Carb stockwork veins cross cuts foliation with stringers, >1mm-1mm. Mineralization .1% Py, Cp pervasive with moderate mineralization within reworked veins and chlorite patches. Unit alteration transitions goes into a Sericite (Brown Carb) unit with Oxidation occuring along the joints and cracks.",,0,Hoang,9/18/2017
GCL,KAD17-075,81.66,84,,,,,VOID,VOID,,,,,Core not recovered.,,0,Hoang,9/18/2017
GCL,KAD17-075,84,90,,,,,VOID,VOID,,,,,Core not recovered.,,0,Hoang,9/18/2017
GCL,KAD17-075,90,93,,,,,FILL,GRAVEL,,,,,"Core not recovered. Nails and bolts encountered in the drill core before reducing from HQ to NQ core. Drilled core rod with mine fill, rounded and transported aggregates.",,0,Hoang,9/22/2017
GCL,KAD17-075,93,102.25,GREEN-GRY,UO,MOD,30,UM,UM,MASS,,,,"Grey to dark green Ultramafic. Alteration is Talc-Qtz-Carb 30% pervasive. Stockwork veins are mod-strong 25% with 50-degree TCA, Sheeted veins are 1%, Stringer 1%. Patchy chlorite patches throughout, with Sericite (brown carb) near upper contact. 	Qtz-carb veins shows moderate deformation and zonation",,0,Hoang,9/22/2017
GCL,KAD17-075,102.25,103.87,,,,,VOID,VOID,,,,,"Void, nothing was recovered (drillers noted weird void).",,0,Hoang,9/22/2017
GCL,KAD17-075,103.87,109.3,GREY,TO,MOD,25,UM,UM,MASS,,,,"Grey to green Ultramafic. Alteration is Qtz-Chl-Carb Pervasive. Foliation is Moderate to strong with >1mm-1mm foliation. Qtz-Carb stockwork veins foliation with stringers, >1mm-1mm. Mineralization .1% Py, CP with moderate mineralization within reworked veins and chlorite patches. Unit alteration transitions goes into a Sericite (Brown Carb) unit with Oxidation occuring along the joints and cracks.",,0,Hoang,9/22/2017
GCL,KAD17-076,0,4.34,,,,,OVB,OVB,,,,,OVB,,0,Shiroki,9/16/2017
GCL,KAD17-076,4.34,27.58,GREY,UO,WK,10,MAFIC,MAFIC-VAR,APHAN,,VAR,,"Grey-Black Aphanitic Variolitic Mafic with patchy Alb alteration strong on varioles and fine stockwork
	Pyrite strong 1-2 % fine-medium cubes and blebs in dissemination concentrating in Alb altered patches
	Strongly silicified at 4.34-4.85 m with strong 2 % Arsenopyrite blades and Pyrite blebs
Chalcopyrite trace, found in a QC vein.  Wispy black layers at 19.4 to end of the box  at 20.68 m.",,0,Shiroki,9/17/2017
GCL,KAD17-076,27.58,32.13,GREEN,UO,WK,20,MAFIC,MAFIC-BX-PERL,APHAN,,PERL,,"Dark Green Mafic Breccia with strong perlites.  Part of large Mafic domain 4.34-68.87 m.  	Pyrite mod-weak 0.5-1 % fine-med dissemination  and wisps.  	Albite weak patches, Chl strong pervasive.  	Foliation weak-mod 40TCA.  	Upper and lower contacts marked by perlite content changes.",,0,Shiroki,9/17/2017
GCL,KAD17-076,32.13,68.87,GREEN-BLK,UO,WK,20,MAFIC,MAFIC-VAR,APHAN,,VAR,,"Black-Green Variolitic Aphanitic Mafic similar to 4.43-27.58 m.  	Pyrite weak over all 0.5 % in med-grained cubes disseminated, in local strong patches disseminated, and in Qz veins.  	Arsenopyrite trace overall, occur in a vein along with Py.  	Alb strong especially in variolitic areas and in patches.  	Chl strong in local patches.  	Graphite in local weak brecciated Qz-Carb veins and in faint wisps 37.07-43 m.  	Graphite strong at sharp bottom contact 68.6-68.87 m.",,0,Shiroki,9/17/2017
GCL,KAD17-076,68.87,170.4,GREEN,UO,ST,30,UM,UM,BAND,,,,"Large domain of Green and White Banded Chl-Cal and Talc-Chl Massive Ultramafic with domains of variable Talc/Cal.  	Pyrite trace 0.1 % overall in med-coarse cubes often in Carb veins.  	Fault at 82.82 m 4 cm wide, 91.5 m 6 cm wide, 101.45 m 1 cm wide, 107.5 m 1.5 m wide zone with 20 % mm-cm scale strong-intense FLT, 159.77 m 1 cm wide, 168.48 m 3 cm.  	Approx 50 cm possible core loss or block place mistake at 122.5-123 m.  	Sharp lower contact with alteration change to more Chl-Qz-Carb from 166-170.4 m.
.",,0,Shiroki,9/18/2017
GCL,KAD17-076,170.4,175.15,GREY,UO,MOD,10,MAFIC,MAFIC,APHAN,,,,"Grey-Green-Lilac Aphanitic massive Mafic.  	Pyrite weak 0.5 % overall with strong 2 % disseminations and 5 mm blebs at sharp upper contact.  	Chl-Alb alteration pervasive mod.  	Zr 117 ppm, Ti 10, 000 ppm at 173.53 m.  	Chl alteration and strong foliation and multiple deformation evidence at 173.48-175.15 m contact zone against UM below.  	Foliation weak-mod 40TCA.  	Sharp upper and lower contacts.",,0,Shiroki,9/18/2017
GCL,KAD17-076,175.15,177.37,GREY,UO,ST,10,UM,UM,APHAN,,,,"Strong ductile deformation and pale Grey-Lilac alteration.  	Pyrite trace 0.1 % fine dissemination.  	 Possible trace 0.05 % extremely fine Arsenopyrite disseminated.  	Weak Chl-Brown Carb patchy alteration along strong variable foliation.  	Foliation direction change from above Mafic and variable but predominantly 15TCA.  	Strong probable metasomatic QC lilac grey Qz and or Alb.  	Sharp lower contact against fault.",,0,Shiroki,9/18/2017
GCL,KAD17-076,177.37,179.17,GREEN-BLK,UO,INT,5,FLT,FAULT,FLTD,,,,"Black-Green Graphitic Fault.  •	Pyrite overall weak-mod 1 % in local strong patches.  	Possible Mafic composition with strong Chl and Graphite.  	Mod cataclastic texture of subround clasts and strong foliation.  	QC is in round subround pieces likely vein material broken and rounded.  	Core is broken into 1-18 cm angular pieces.  	Upper and lower contacts are sharp with increase in rock competence above and below.",,0,Shiroki,9/18/2017
GCL,KAD17-076,179.17,202.72,GREY,UO,ST,5,MAFIC,MAFIC,APHAN,,,,"Grey-Lilac Aphanitic mod-strongly foliated 40TCA.  	Pyrite weak 0.5 % overall, strong-mod 2 % fine subhedral dissemination at top contact 179.17-182.56 m coinciding with intense silica “flooding”.  Chalcopyrite trace 0.1 % in QC vein.  	Graphite weak in black wisps 179.17-184 m.  	Chl-Alb pervasive alteration mod-weak.  	QC veins 5 % overall undeformed sheeted or individual parallel to and crossing foliation.  	Lower contact sharp against a fault gouge.",,0,Shiroki,9/18/2017
GCL,KAD17-076,202.72,204.8,GREY,UO,ST,5,FLT,FAULT,FLTD,,,,"Interpreted to be the Kerr Fault.  	Pyrite trace 0.1 % very fine dissemination.  	Zone of Grey-Lilac Mafic containing mm to cm-scale fault gouge consisting of round sand-size monomictic clasts and clay.  	Broken core 202.74-202.76 m, 204.1-204.55m, 204.7-204.8 m.  	Gouge at 202.72 m 2 cm, 203.15 m 5 mm, 203.9 m 3 cm, 204.55 m 3 cm.  	Graphite at bottom contact 204.7-204.8 m.  Bottom contact is sharp.",,0,Shiroki,9/18/2017
GCL,KAD17-076,204.8,212.33,GREY,UO,MOD,25,UM,FAULT,APHAN,,,,"Dark Grey trace Fuch massive Ultramafic with Smoky Grey Quartz  Veins.  	Pyrite mod-strong 1 % dissemination in UM near and along vein margins.  	Pyrite intense patches of dissemination near top contact at 206.75-206.95 m.  	Arsenopyrite trace 0.1 very fine dissemination.  	Grey smoky Qz veins 10 % up to 9 cm thick 70 TCA.  	Broken core abundant, latching intact core up to approx 1 m with reasonable core recovery.  	Graphite mod adlong fractures.  	Fuch trace patchy.  	Likely related to interpreted Kerr Fault above with local probable fault-breccia texture.",,0,Shiroki,9/18/2017
GCL,KAD17-076,212.33,212.76,GREY,UO,,,FILL,GRAVEL,,,,,"Subround drill-ground monomictic gravel-size pieces of UM Qz-Carb similar lithology to unit above and below.  	Possibly explains core loss due to drilling.",,0,Shiroki,9/18/2017
GCL,KAD17-076,212.76,219.33,GREEN-GRY,WO,MOD,10,UM,UM,MASS,,,,"Continuation of 204.8-212.33 m.  	Apple-Green Massive Ultramafic with Grey QV.  	Pyrite mod-strong 1 % fine-med dissemination.  	Graphite at top contact to 214 m mod-weak.  	Orange oxidation mod along fractures – may indicate proximal infrastructure.  	Fuch weak patchy, Brown-Carb weak patchy.  	Grey Smoky Qz vein intense at upper portion of unit, moderate toward lower contact approx 5 % overall.",,0,Shiroki,9/18/2017
GCL,KAD17-076,219.33,221.08,GREY,WO,MOD,5,MIX,MAFIC,APHAN,,,,"Mix of Mafic and UM (MIX-UM-MAFIC).  UM Massive weak-trace Fuch at 219.33-220.52m broken core, Graphite strong at crumbly core 219.34-219.5 (with possible 50 cm core loss).  	Mafic Aphanitic at 220.52-221.08 m sharp upper and lower contacts, strong Alb alteration, strong-intense Pyrite at 220.81-221.08m.",,0,Shiroki,9/18/2017
GCL,KAD17-076,221.08,231,GREEN-AP,UO,ST,20,UM,UM,MASS,,,,"Apple-Green mod Fuch Massive Ultramafic.  	Pyrite mod-weak 1 % fine-med-grained dissemination and in QC veins.  	Massive strong foliation unoxidized.  	Lower contact gradational with appearance of Brown Carb at 230.52 m.",,0,Shiroki,9/19/2017
GCL,KAD17-076,231,248.87,BROWN,UO,WK,20,UM,UM,APHAN,,,,"Mustard-Brown-Grey Brown-Carb Aphanitic-Granular Massive Ultramafic.  	Pyrite weak-mod 0.5 % fine-med dissemination.  	Trace Fuch patches.  	Brown Carb weak pervasive.  	Chl weak local wisps.  	Weak foliation 40TCA.  	Sharp bottom contact.",,0,Shiroki,9/19/2017
GCL,KAD17-076,248.87,256.57,BROWN,UO,ST,15,UM,UM,GRAN,,,,"Pale Brown Strongly foliated Granular-Massive Ultramafic with Chl wisps and boudinaged QC veins.  	Pyrite overall weak-mod 0.5 % in patches of coarse dissemination and in veins.  	Foliation strong variable 10-40TCA.  	Lower contact is sharp and irregular.",,0,Shiroki,9/19/2017
GCL,KAD17-076,256.57,258.88,BROWN,UO,WK,15,UM,UM,GRAN,,,,"Pale Brown-Grey Granular weakly foliated Massive Ultramafic.  	Pyrite trace 0.1 % very fine disseminated and in veins.  	Arsenopyrite trace 0.1 % very fine in grey margins of QC veins.  	Foliation weak 40TCA.  	Lower contact is somewhat sharp-gradational over 20 cm.",,0,Shiroki,9/19/2017
GCL,KAD17-076,258.88,263.7,GREEN-GRY,UO,MOD,10,UM,UM,APHAN,,,,"Grey-Green moderately foliated Massive Aphanitic- Granular Ultramafic.  	Pyrite weak 0.5 % med dissemination and local strong patch at 265.12 m.  	Chalcopyrite trace 0.1 % fine in vein.  	Fuch weak patchy.  	QC veins 15 %.  	Part of 258.88- 273 m interrupted by Drill-Bit changed at 264.8 m, broken and ground by drill 264.7-264.92 m and at 265.38-266.1 m.",,0,Shiroki,9/19/2017
GCL,KAD17-076,263.7,266.1,GREEN-GRY,UO,MOD,15,UM,BROKEN,APHAN,,,,"Broken into cm-scale pieces with 45 cm piece of latching pieces at Grey-Green moderately foliated Massive Aphanitic- Granular Ultramafic.  	Pyrite weak 0.5 % med dissemination and local strong patch at 265.12 m.  	Chalcopyrite trace 0.1 % fine in vein.  	Fuch weak patchy.  	QC veins 15 %.  	Part of 258.88- 273 m interrupted by Drill-Bit changed at 264.8 m, broken and ground by drill 264.7-264.92 m and at 265.38-266.1 m.",,0,Shiroki,9/19/2017
GCL,KAD17-076,266.1,273,GREEN-GRY,UO,MOD,10,UM,UM,APHAN,,,,"Broken into cm-scale pieces with 45 cm piece of latching pieces at Grey-Green moderately foliated Massive Aphanitic- Granular Ultramafic.  	Pyrite weak 0.5 % med dissemination and local strong patch at 265.12 m.  	Chalcopyrite trace 0.1 % fine in vein.  	Fuch weak patchy.  	QC veins 15 %.  	Part of 258.88- 273 m interrupted by Drill-Bit changed at 264.8 m, broken and ground by drill 264.7-264.92 m and at 265.38-266.1 m.",,0,Shiroki,9/19/2017
GCL,KAD17-076,273,277.4,GREY,UO,ST,40,UM,UM,APHAN,,,,"Pale Grey-Brown Brown-Carb-Graphite Aphanitic-Granular Massive Ultramafic with low angle TCA foliation.  	Pyrite trace 0.1 % very fine dissemination and in veins.  	Chalcopyrite trace 0.1 % med-grained in deformed vein.  	Brown-Carb weak pervasive.  	Graphite trace.  	QC approx 40 % in foliation parallel deformed stockwork.  	Foliation variable 10-30TCA.  	Bottom contact gradational over 1.5 m with change in sulphides, Graphite, and Brown Carb content.",,0,Shiroki,9/19/2017
GCL,KAD17-076,277.4,298.1,GREY,UO,ST,30,UM,UM,APHAN,,,,"Pale Grey Graphite-Chl Aphanitic-Granular Massive Ultramafic with low angle TCA intense foliation and mod-high QC content.  	Pyrite mod-strong 2 % predominantly blebby coarse-very coarse dissemination.  	Chalcopyrite weak 0.5 % coarse in QC veins.  	QC approximately 30 %.  	Fuch trace in patches, Brown-Carb weak.  	Graphite mod overall in strong wisps, increases down-hole from weak at top contact to mod at bottom of box.  	Foliation variable 10-30TCA.  	•	This unit continues",,0,Shiroki,9/20/2017
GCL,KAD17-076,298.1,298.73,,,,,VOID,VOID,,,,,"No core recovery indicated by sticks left in box by drillers.  	Contact zone between Graph-QC UM above and Talc-Chl UM below.",,0,Shiroki,9/20/2017
GCL,KAD17-076,298.73,300,GREY,UO,ST,1,UM,UM,MASS,,,,"Grey siliceous contact zone between Graph-UM above and Talc-Chl  below – likely a continuation of Graph-Chl- QC UM above.  	Pyrite mod 1 % blebby dissemination similar to 298.1-298.73 m.  	Veining sparse 1 % individual QC 30TCA.  	Similar in appearance as 298.1-298.73 m but more siliceous and weak Graphite.",,0,Shiroki,9/20/2017
GCL,KAD17-076,300,317.41,GREEN-BLK,UO,MOD,15,UM,UM,GRAN,,SPX,,"Black-Green and White “typical” Banded Massive Ultramafic with local Spinifex.  	Pyrite trace 0.1 % extremely fine dissemination.  	Chalcopyrite trace 0.05 % extremely fine in stockwork vein.  	Broken core at 307.5-307.8 m.  	Fault and core loss likely due to drilling at 309.38-310 m.  	Abrupt contact into void-boulder-gravel-slab.",,0,Shiroki,9/20/2017
GCL,KAD17-076,317.41,320.16,GREEN-GRY,UO,WK,15,FILL,BOULDER,GRAN,,,,"Possible FILL very different alteration from foot walls of stope.  Latching pieces of mod Fuch QC UM 317.41-318.31 m (Apple green, weak foliation 50TCA, weak extremely finePyrite dissemination).  	Non-latching gravel size Fuch QC UM and approx 50 cm of Talc-Chl pieces (35 cm latching pieces).  	Unoxidized and fairly angular pieces. 	Driller felt a void at 317.41 m and went into Fuch-QC UM that does not latch with the Talc-Chl 298.73-317.41 m",,0,Shiroki,9/22/2017
GCL,KAD17-076,320.16,323.5,GREEN-AP,UO,WK,25,FILL,BOULDER,GRAN,,,,"Latching pieces of mod Fuch QC UM but very different alteration from foot walls of stope.  	Pyrite trace 0.1 % extremely fine dissemination.  	Emerald Green Fuch Ultramafic with weak patches of yellow Brown Carb and trace 5 mm patches of lilac possible Alb alteration (barn yard oddity).  	Foliation mod 30TCA.  	QC stockwork and zoned individual (non-mineralized).",,0,Shiroki,9/22/2017
GCL,KAD17-076,323.5,324.79,GREEN-EM,UO,ST,25,FILL,BOULDER,GRAN,,,,"Non-latching boulder to gravel size angular monomictic pieces of core – possibly fill (gravel size pieces of core are angular and look more like drill-induced breakages and lithology in the broken pieces look like they would fit together and may be part of 320.15-323.5 m FILL and do not look like the stope foot wall Talc-Chl-UM).  	Fuch QC UM lithology similar to 320.15-323.5 m (Pyrite trace 0.1 % fine dissemination and in veins.  Emerald Green strong Fuch Ultramafic with weak patches of yellow Brown Carb and trace patches of very fine probable Chl.  Foliation mod-strong 30TCA).",,0,Shiroki,9/22/2017
GCL,KAD17-076,324.79,326.46,GREY,,,,FILL,GRAVEL,,,,,"Polylithic (Apple-Green Fu-QC UM, Black-White Talc-Chl UM, Grey Chl-QC UM) angular-subangular pieces of gravel to clay-size pieces, and Driller Block indicating 1 m of material washed out",,0,Shiroki,9/22/2017
GCL,KAD17-076,326.46,327.9,GREEN-AP,UO,WK,15,FILL,BOULDER,APHAN,,,,"All pieces latch together except at 326.46-326.5 m and very different alteration from foot walls of stope.  	Apple Green Fuch-Brown Carb UM.  	Pyrite trace 0.1 % extremely fine dissemination.  	QC 15 % in veins.  	Fuch mod, Brown Carb yellow mod.  	Foliation weak 40TCA.",,0,Shiroki,9/22/2017
GCL,KAD17-076,327.9,338.71,GREY,UO,NA,15,UM,GRAVEL,,,,,"Polylithic (Chl-QC UM, Fu-QC UM, and Talc-Chl UM) cobble-gravel sized angular pieces dominated by Talc-Chl UM (over 50 % of this lith domain).  Pyrite trace 0.1 % cubes disseminated in Talc-Chl pieces.  	Approx 15 % drill cutting clay-sand size particles.",,0,Shiroki,9/22/2017
GCL,KAD17-076,338.71,342,GREY,UO,ST,30,UM,UM,GRAN,,,,"Grey-Brown Chl-QC  Granular Massive Ultramafic.	Pyrite trace 0.1 % fine dissemination at 340.3-340.4 m.  	QC 30 % mainly in STW veins or metasomatic alteration.  	Brown Carb patchy weak.  	Chl weak.  	Lower contact is gradational with increasing Chl and decreasing QC.  A small 2 cm fault at 341.23 m 20TCA.  	Driller block may indicate exit from stope at approximately 338.71 m.",,0,Shiroki,9/22/2017
GCL,KAD17-076,342,354.25,GREEN-BLK,UO,MOD,20,UM,BROKEN,GRAN,,,,"Black-Green Granular-Aphanitic Massive Talc-Chl Ultramafic poorly mineralized.  	Pyrite trace 0.1 % extremely fine dissemination.  	Talc in QC STW veins.  	Pieces latch up to 1.3 m, broken-ground pieces 0.5-10 cm approx 30 % of lith domain.",,0,Shiroki,9/22/2017
GCL,KAD17-076,354.25,357,GREEN-BLK,UO,INT,30,UM,FAULT,FLTD,,,,"Continuation of Talc-Chl UM 340.5-354.25 and Talc-Chl below.  	Intense foliation due to faulting.  	Pyrite trace 0.1 % extremely fine disseminated and oxidized orange.  	Chalcopyrite possible trace 0.5 % extremely fine possibly in QC vein.  	Pale pink rhodochrosite possible in QC vein.  	Sharp upper and lower contact indicated by strain strength change.",,0,Shiroki,9/22/2017
GCL,KAD17-076,357,376.69,GREY-BLK,UO,WK,30,UM,UM,MASS,,,,"Talc-Chl Ultramafic Massive Black-Green Granular-Aphanitic Massive Ultramafic with extremely fine disseminated sulphide near top contact. 	Alteration Tal-Chl pervasive through unit 40%. Massive Stockwork veining Qtz-Carb5% with stringers 2%. The veining is consistent throughout the unit. Patchy spots of brecciation with angular clasts. 	Mineralization has trace to weak Py .1%, CP .1% that’s disseminated throughout.",,0,Hoang,9/23/2017
GCL,KAD17-076,376.69,396,BROWN,UO,WK,40,UM,UM,MASS,,,,"Sericite (brown carb) light grey to very light brown. 	Alteration is a moderate pervasive Qtz-Carb alteration 40%. 	Stockwork veining, 15%. 60 degree qtz-carb >.1mm-5mm. Stringers 2%. 70 degrees >.1mm. The stringers crosscut the brown carb.
Patchy spots of brecciation with angular clasts.
Mineralization has trace to weak Py .1%, CP .1% that’s disseminated throughout. Brown carb alterations is moderate at the contact. The Contact is gradual from the Talc-Chl to Brown-Carb alteration.",,0,Hoang,9/23/2017
GCL,KAD17-076,396,440,GREEN-AP,UO,WK,20,UM,UM,MASS,,SPX,,"Grey to Green Ultramafic  (Massive). Upper contact is diffuse and is gradual into the fuchsite (apple green). 	Sericite (Brown Carb) is patchy near the contact and goes from grey to brown carb patches to the apple green. 	>.1mm blebs of fuchsite are present in some of the veins that contain stronger brown carb patchy. The stockwork veining is 5% with 2% stringers present  >.1mm to 3mm. Mineralization has >.1% Py, >.1%CP, and patchy As .1% in localized veins. 419.49-420m the fuchsite unit has a moderate - strong spinifex texture.",,0,Hoang,9/24/2017
GCL,KAD17-076,440,447.52,GREY,UO,WK,10,MIX,UM-SED,MASS,,,,"Green to Grey  Ultramafic. Upper contact is gradational from the fuchsite into a mixed zone that is light brown in colour. Mixed unit has stockwork veining and stringers near the upper contact and is massive. The stockwork veining is Qtz-carb 5%. 448.78m to 449.22m Fault gouge. Qtz and Ultramafic fragments, round to sub-angular shaped are present and show signs of being reworked. Qtz clast >.1-5mm. Mineralization trace >.1%,>.1mm size. Disseminated Py cubic.",,0,Hoang,9/24/2017
GCL,KAD17-076,447.52,462,BROWN,UO,INT,15,SED,UM-SED,BAND,LAM,,,"Ultramafic Sedimentary breccia Timiskaming (SED). Brown and Black Sedimentary. (Sericite). Upper contact is sharp at 447.62m with the mixed unit and Timiskaming. 	Strong to Intense foliation. S-C fabric visible. Sheeted Qtz  veins  and  weak stockwork  veins of Qtz. Chloritic beds in between the Sericite foliation.Deformation is Moderate to strong . 	Mineralization is trace >.1% Py, >.1mm size, CP >.1%  >.1mm. EOH at 462m.",,0,Hoang,9/24/2017
GCL,KAD17-077,0,4.96,,,,,OVB,OVB,,,,,,,0,Andrienko,9/17/2017
GCL,KAD17-077,4.96,9.85,BLACK,TO,WK,15,SED,SED-MS-GRAPH,BRECCIA,THIN,,,"Black coloured. 	Fractured section. Distorted brecciated texture; possible tectonic hydrothermal breccia. Brecciated clasts with a sandstone texture; sub-angular up to 10cm size; disseminated internal pyrite. 	Alteration: intense graphite,  strong pervasive carb-calcite, mod-strong qz. Stockwork deformed QC-calcite veins, and cross-cutting deformed stringers, pyrite veins. Intense pyrite mineralization as blebs and veins. Weak 50 degrees TCA foliation.",,0,Andrienko,9/17/2017
GCL,KAD17-077,9.85,14.45,GREY-BLK,UO,MOD,40,UM,UM,MASS,,,,"Grey black coloured. Alteration: moderate to strong chlorite, strong pervasive carb-calcite, trace graphite, mod to strong qz. 	Localized small 10cm size silicified graphitic sections. Stockwork and individual deformed QC-calcite. Strong disseminated pyrite up to 2mm grain size, concentrated within chlorite-rich foliation plains and stockwork veins. Moderate foliation at 50 degrees TCA.",,0,Andrienko,9/17/2017
