Project,Hole,From_m,To_m,Alt_Group,Alt_Intensity,Alt_Style,Alt1,Alt1_Int,Alt2,Alt2_Int,Alt3,Alt3_Int,Alt4,Alt4_Int,Alt5,Alt5_Int,Comments,Relog,Logger,Timestamp
GCL,KAD17-045,374.15,377.1,SerQtzCarb,3,PER,CB,3,QZ,4,MS,2,,,,,"QC strong locally, sericite weak-moderate.",0,Andrienko,8/1/2017
GCL,KAD17-045,377.1,392.59,ChlQtzCarb,4,PER,CB,4,QZ,2,CA,4,CL,4,TA,3,"Strong alteration stockwork vein envelope of weak quartz/talc, and strong carbonate/calcite intruding within chlorite-rich ultramafics.",0,Andrienko,8/1/2017
GCL,KAD17-045,392.59,408.95,ChlQtzCarb,3,PER,CA,2,CB,3,QZ,4,TA,3,,,Chlorite alteration pervasive throughout. QC-talc-calcite alteration relates to the stockwork veins. Quartz alteration of the ultramafics is moderate to strong.,0,Andrienko,8/1/2017
GCL,KAD17-045,408.95,443.67,ChlQtzCarb,4,PER,CB,4,CL,4,CA,2,TA,2,QZ,3,The stockwork veins are abundant in carbonate/calcite/quartz and moderate in talc. The ultramafic contains strong chlorite alteration with pervasive QC.,0,Andrienko,8/2/2017
GCL,KAD17-045,443.67,447.25,ChlQtzCarb,3,VNE,CB,3,QZ,3,TA,2,CL,4,RU,1,"QC-talc alteration is related to the stockwork veins, the ultramafic are chlorite altered.",0,Andrienko,8/2/2017
GCL,KAD17-045,447.25,448.85,Qtz,4,VNE,QZ,4,,,,,,,,,Qz-feldspar vein.,0,Andrienko,8/2/2017
GCL,KAD17-045,448.85,450.26,ChlQtzCarb,3,SEL,QZ,3,CB,3,MS,2,CL,3,,,"Ultramafics are chlorite altered, Timiskaming sediments are sericite altered. The veins are of QC alteration.",0,Andrienko,8/2/2017
GCL,KAD17-045,450.26,451.8,Carb,5,VNE,CB,5,,,,,,,,,Carbonate vein.,0,Andrienko,8/2/2017
GCL,KAD17-045,451.8,465,SerQtzCarb,3,PER,MS,4,QZ,3,CB,3,CL,2,,,,0,Andrienko,8/2/2017
GCL,KAD17-046,7.92,34.95,ChlQtzCarb,3,PER,CL,3,CB,3,QZ,2,AB,2,,,Grey-purple albitic alteration is limited to the deformed varioles.,0,Unknown,7/29/2017
GCL,KAD17-046,34.95,39.09,QtzCarb,3,PER,CB,3,QZ,3,AB,3,,,,,,0,Shiroki,7/29/2017
GCL,KAD17-046,39.09,49.8,QtzCarb,3,PAT,GR,2,QZ,3,CB,1,MS,2,,,Wispy sericite concentrated at top contact,0,Shiroki,7/29/2017
GCL,KAD17-046,49.8,53.03,QtzCarb,2,SEL,GR,2,QZ,3,CB,1,,,,,,0,Shiroki,7/29/2017
GCL,KAD17-046,53.03,59.13,FuQtzCarb,3,PER,FU,2,CB,3,QZ,4,CL,1,,,,0,Shiroki,7/29/2017
GCL,KAD17-046,59.13,70.93,ChlCarbCal,4,PER,CL,4,CB,4,CA,3,,,,,,0,Shiroki,7/29/2017
GCL,KAD17-046,70.93,72,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-046,72,89.06,ChlQtzCarb,4,PER,CL,4,CB,4,CA,3,,,,,,0,Shiroki,7/29/2017
GCL,KAD17-046,89.06,92.89,QtzCarb,3,PER,CB,3,QZ,3,CL,2,CA,2,AB,2,,0,Shiroki,7/29/2017
GCL,KAD17-046,92.89,108.5,FuQtzCarb,3,PER,FU,3,CB,3,QZ,3,AB,2,MS,1,,0,Shiroki,7/29/2017
GCL,KAD17-046,108.5,111.86,Graph,2,FRC,GR,2,FU,3,CB,3,QZ,3,,,,0,Shiroki,7/29/2017
GCL,KAD17-046,111.86,141.08,FuQtzCarb,3,PER,FU,3,CB,2,QZ,3,AB,2,CA,3,,0,Shiroki,7/29/2017
GCL,KAD17-046,141.08,151.39,ChlQtzCarb,2,PER,CL,3,CB,4,QZ,2,CA,3,,,,0,Shiroki,7/29/2017
GCL,KAD17-046,151.39,156.05,Graph,2,FRC,GR,2,CL,2,CB,4,QZ,2,FU,1,,0,Shiroki,7/29/2017
GCL,KAD17-046,156.05,164.38,TalcChl,3,PAT,FU,1,CB,3,QZ,2,TA,3,,,,0,Shiroki,7/30/2017
GCL,KAD17-046,164.38,165.48,FuQtzCarb,4,PER,FU,4,CB,4,QZ,4,MS,2,,,,0,Shiroki,7/30/2017
GCL,KAD17-046,165.48,183,FuQtzCarb,4,PER,FU,4,QZ,4,CB,3,MS,2,RU,1,,0,Shiroki,7/30/2017
GCL,KAD17-046,183,186,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-046,186,196.65,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-046,196.65,199.43,FuQtzCarb,4,PER,FU,4,CB,4,QZ,3,,,,,,0,Shiroki,7/30/2017
GCL,KAD17-046,199.43,203.14,ChlCarb,4,PER,CL,3,CB,4,MS,2,FU,1,,,,0,Shiroki,7/30/2017
GCL,KAD17-046,203.14,204.3,FuQtzCarb,5,SEL,QZ,4,CB,4,FU,2,,,,,,0,Shiroki,7/30/2017
GCL,KAD17-046,204.3,210.35,FuQtzCarb,4,PER,FU,2,CB,4,QZ,3,MS,2,,,,0,Shiroki,7/31/2017
GCL,KAD17-046,210.35,214.84,QtzCarb,3,PER,QZ,3,CB,3,FU,1,,,,,,0,Shiroki,7/31/2017
GCL,KAD17-046,214.84,231.12,FuQtzCarb,4,PER,FU,4,QZ,4,CB,4,RU,1,MS,1,,0,Shiroki,7/31/2017
GCL,KAD17-046,231.12,232.78,FuQtzCarb,4,SEL,FU,4,QZ,5,CB,3,,,,,,0,Shiroki,7/31/2017
GCL,KAD17-046,232.78,234.46,FuQtzCarb,4,PER,FU,4,QZ,5,CB,4,MS,1,,,,0,Shiroki,7/31/2017
GCL,KAD17-047,7.38,18.38,ChlCarbCal,5,PER,CA,5,CL,4,CB,3,QZ,2,,,,0,Shiroki,7/31/2017
GCL,KAD17-047,18.38,103.43,ChlQtzCarb,4,PER,CL,4,CB,3,QZ,2,AB,1,,,,0,Shiroki,8/1/2017
GCL,KAD17-047,103.43,125.04,ChlCarbCal,4,PER,CL,4,CA,4,CB,3,,,,,,0,Shiroki,8/1/2017
GCL,KAD17-047,125.04,160.9,ChlCarb,5,PER,CL,4,CA,5,CB,4,MS,2,,,,0,Shiroki,8/1/2017
GCL,KAD17-047,160.9,162,ChlQtzCarb,2,PER,CB,2,QZ,2,MS,2,CL,2,,,Zone of weak-moderate quartz-carbonate alteration with brown carbonate/sericite and loss of intense calcite from above.,0,Shiroki,8/2/2017
GCL,KAD17-047,162,166.33,ChlQtzCarb,3,PER,QZ,3,CB,3,AB,2,CL,2,,,Zone of moderate-strong quartz-carb pale purple-porcelaine weak albitic alteration.,0,Shiroki,8/2/2017
GCL,KAD17-047,166.33,168.69,ChlQtzCarb,4,PER,QZ,4,CB,4,AB,4,CL,2,,,,0,Shiroki,8/2/2017
GCL,KAD17-047,168.69,180.94,FuQtzCarb,4,PER,FU,1,CB,4,QZ,4,,,,,,0,Shiroki,8/2/2017
GCL,KAD17-047,180.94,183.83,QtzCarb,4,PER,QZ,4,CB,3,GR,3,,,,,,0,Shiroki,8/2/2017
GCL,KAD17-047,183.83,189.3,FuQtzCarb,4,PER,FU,2,CB,4,QZ,4,,,,,,0,Shiroki,8/2/2017
GCL,KAD17-047,189.3,207.26,SerQtzCarb,4,PER,CB,4,QZ,4,MS,2,,,,,,0,Shiroki,8/3/2017
GCL,KAD17-047,207.26,211.34,ChlQtzCarb,2,PER,CB,2,CL,2,QZ,2,,,,,,0,Shiroki,8/3/2017
GCL,KAD17-047,211.34,214.7,QtzCarb,2,PER,GR,1,CB,2,QZ,2,,,,,,0,Shiroki,8/3/2017
GCL,KAD17-047,214.7,219.24,ChlQtzCarb,2,PER,CL,3,CB,2,QZ,2,AB,2,,,,0,Shiroki,8/3/2017
GCL,KAD17-047,219.24,220,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,220,225,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,225,226.5,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,226.5,228,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,228,228.84,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,228.84,231,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,231,232.88,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,232.88,234,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,234,235.1,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,235.1,237,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,237,237.41,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,237.41,240,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,240,240.1,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,240.1,240.8,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,240.8,262.91,FuQtzCarb,4,PER,FU,4,QZ,4,CB,4,RU,1,,,,0,Shiroki,8/4/2017
GCL,KAD17-047,262.91,264.22,QtzCarb,4,PER,AB,3,CB,3,QZ,4,,,,,,0,Shiroki,8/4/2017
GCL,KAD17-047,264.22,266.86,FuQtzCarb,4,PER,FU,4,QZ,4,CB,3,MS,2,,,,0,Shiroki,8/4/2017
GCL,KAD17-047,266.86,268.65,SerQtzCarb,4,PER,CB,3,QZ,4,FU,1,,,,,,0,Shiroki,8/4/2017
GCL,KAD17-047,268.65,283.53,FuQtzCarb,4,PER,FU,4,CB,3,QZ,4,MS,2,,,,0,Shiroki,8/5/2017
GCL,KAD17-047,283.53,285.48,QtzCarb,4,PER,QZ,4,CB,3,AB,4,,,,,,0,Shiroki,8/5/2017
GCL,KAD17-047,285.48,287,FuQtzCarb,4,PER,FU,4,CB,3,QZ,3,MS,3,,,,0,Shiroki,8/5/2017
GCL,KAD17-047,287,288.66,QtzCarb,4,PER,QZ,4,CB,3,AB,4,,,,,,0,Shiroki,8/5/2017
GCL,KAD17-047,288.66,300.71,FuQtzCarb,4,PER,FU,4,CB,4,QZ,4,MS,2,,,,0,Shiroki,8/5/2017
GCL,KAD17-047,300.71,301.5,SerQtzCarb,4,PER,CB,3,QZ,3,AB,3,MS,3,FU,1,,0,Shiroki,8/5/2017
GCL,KAD17-047,301.5,302.1,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,302.1,306.8,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,306.8,309,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,309,309.5,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,309.5,312,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-047,312,312.27,NA,NA,,,,,,,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-048,4.46,7.26,QtzCarb,3,PER,CB,4,QZ,3,GR,2,,,,,Graphite alteration is strong withint the MS matrix; which is minor in abundance.,0,Andrienko,8/3/2017
GCL,KAD17-048,7.26,12.3,QtzCarb,3,SEL,CB,4,CA,3,GR,4,QZ,2,,,Strong graphitic alteration of the MS. Calcite is within the veins.,0,Andrienko,8/3/2017
GCL,KAD17-048,12.3,33.39,QtzCarb,3,PER,QZ,3,CB,2,AB,3,GR,2,,,"Selective graphitic alteration to MS, minor overall.",0,Andrienko,8/3/2017
GCL,KAD17-048,33.39,42.21,QtzCarb,4,PER,QZ,4,AB,4,CB,2,GR,2,,,"Weak to moderate carb, strong qz/albite, strong graphitic alteration to MS (weak overall).",0,Andrienko,8/3/2017
GCL,KAD17-048,42.21,66.4,FuQtzCarb,3,PER,CB,2,QZ,4,AB,3,FU,2,CA,2,Weak to moderate carbonate. Strong albite in localized sections. Calcite in localized veins. Sericite is also weakly present.,0,Andrienko,8/3/2017
GCL,KAD17-048,66.4,76.08,FuQtzCarb,3,PER,CB,3,QZ,4,FU,2,CA,3,,,Calcite weak to moderate.,0,Andrienko,8/3/2017
GCL,KAD17-048,76.08,111.13,TalcChl,4,PER,CL,4,TA,2,QZ,3,CB,2,,,Talc is weak to moderate. Weak to moderate QC. Quartz can be strong in some sections.,0,Andrienko,8/4/2017
GCL,KAD17-048,111.13,114.78,ChlQtzCarb,3,PER,CL,3,QZ,2,CA,2,CB,2,,,Carb-calcite abundant stockwork veins.,0,Andrienko,8/4/2017
GCL,KAD17-048,114.78,134.22,ChlQtzCarb,4,SEL,CL,4,CA,4,CB,4,QZ,3,TA,2,"Chlorite alteration to the ultramafic units, QC-calcite veins.",0,Andrienko,8/4/2017
GCL,KAD17-048,134.22,158.62,ChlQtzCarb,4,PER,CA,3,QZ,3,CB,4,MS,2,TA,1,"Veins are abundant in calcite/carbonate, moderate in quartz. Ultramafics are strongly chlorite altered with weak-moderate quartz, weak sericite.",0,Andrienko,8/4/2017
GCL,KAD17-048,158.62,196.31,FuQtzCarb,3,PER,FU,3,QZ,3,CB,3,CA,2,MS,2,Carbonate/calcite-rich veins; fuchsite alteration; pervasive within the ultramafics.,0,Andrienko,8/4/2017
GCL,KAD17-048,196.31,213.75,QtzCarb,4,PER,QZ,4,AB,4,CB,3,,,GR,2,,0,Andrienko,8/5/2017
GCL,KAD17-048,213.75,225.83,FuQtzCarb,3,PER,CB,3,QZ,3,FU,2,MS,2,CL,2,,0,Andrienko,8/5/2017
GCL,KAD17-048,225.83,239.41,FuQtzCarb,3,PER,CB,3,QZ,3,FU,2,MS,2,CL,2,Carbonate is weak to moderate.,0,Andrienko,8/5/2017
GCL,KAD17-048,239.41,250.15,FuQtzCarb,3,PER,CB,3,QZ,3,FU,2,MS,2,CL,2,,0,Andrienko,8/5/2017
GCL,KAD17-048,250.15,255.1,Qtz,4,PER,QZ,4,AB,4,CB,2,,,,,,0,Andrienko,8/5/2017
GCL,KAD17-048,255.1,278.08,QtzCarb,3,PER,CB,3,QZ,4,AB,4,CL,3,,,"Quartz albite alteration is strong, carb is pervasive and moderate, weak calcite (veins only).",0,Andrienko,8/5/2017
GCL,KAD17-048,278.08,288,QtzCarb,3,PER,CA,2,CB,3,QZ,3,AB,2,GR,3,Calcite rich veins. Carbonate is pervasive throughout.,0,Andrienko,8/5/2017
GCL,KAD17-049,2.19,5.91,ChlQtzCarb,3,PER,CB,3,CL,3,QZ,3,CA,2,,,,0,Tupper,8/6/2017
GCL,KAD17-049,5.91,13.4,ChlQtzCarb,3,PER,CB,3,CL,3,QZ,3,CA,2,,,,0,Tupper,8/6/2017
GCL,KAD17-049,13.4,37.27,ChlQtzCarb,3,PER,CB,3,CL,3,QZ,3,CA,2,,,,0,Tupper,8/6/2017
GCL,KAD17-049,37.27,56,ChlQtzCarb,3,PER,CB,3,CL,3,QZ,2,AB,2,,,Selective albite replacement of varioles.,0,Tupper,8/6/2017
GCL,KAD17-049,56,87,ChlQtzCarb,3,PER,CB,3,CL,3,QZ,3,CA,2,,,,0,Tupper,8/7/2017
GCL,KAD17-049,87,88.3,ChlQtzCarb,3,PER,CB,2,CL,2,QZ,3,,,,,,0,Tupper,8/7/2017
GCL,KAD17-049,88.3,89.95,ChlQtzCarb,2,PER,CB,2,CL,2,QZ,2,,,,,,0,Tupper,8/7/2017
GCL,KAD17-049,89.95,144,ChlQtzCarb,2,PER,CB,2,CL,2,QZ,2,CA,3,,,,0,Tupper,8/7/2017
GCL,KAD17-049,144,151.42,ChlQtzCarb,2,PER,CB,2,CL,2,QZ,4,,,,,,0,Tupper,8/7/2017
GCL,KAD17-049,151.42,163.7,ChlQtzCarb,2,PER,CB,2,CL,2,QZ,2,CA,2,AB,2,,0,Tupper,8/7/2017
GCL,KAD17-049,163.7,170.21,ChlQtzCarb,3,PER,CB,2,CL,3,QZ,3,CA,2,,,,0,Tupper,8/7/2017
GCL,KAD17-049,170.21,200.56,ChlQtzCarb,2,PER,CB,2,CL,2,QZ,2,CA,2,,,,0,Tupper,8/7/2017
GCL,KAD17-049,200.56,204.69,ChlQtzCarb,3,PER,CB,2,CL,2,QZ,3,CA,2,,,,0,Tupper,8/7/2017
GCL,KAD17-049,204.69,212.93,ChlQtzCarb,3,PER,CB,3,CL,3,QZ,3,CA,2,,,,0,Tupper,8/8/2017
GCL,KAD17-049,212.93,215.53,ChlQtzCarb,3,PER,CB,3,CL,3,QZ,3,,,,,,0,Tupper,8/8/2017
GCL,KAD17-049,215.53,240.05,ChlQtzCarb,2,PER,CB,2,CL,2,QZ,2,CA,2,AB,2,possible albite replacement of varioles.,0,Tupper,8/8/2017
GCL,KAD17-049,240.05,240.18,NA,0,,,,,,,,,,,,Possible graphitic alteration. Likely just carbonaceous.,0,Tupper,8/8/2017
GCL,KAD17-049,240.18,276,SerQtzCarb,2,PER,CA,2,CL,2,TA,2,FU,2,MS,2,,0,Tupper,8/10/2017
GCL,KAD17-049,276,278.83,Qtz,4,PER,QZ,4,CL,2,,,,,,,,0,Tupper,8/9/2017
GCL,KAD17-049,278.83,288.35,ChlQtzCarb,3,PER,CB,3,CL,3,QZ,3,GR,2,,,,0,Tupper,8/9/2017
GCL,KAD17-049,288.35,291.69,ChlQtzCarb,3,PER,CB,3,CL,3,QZ,3,GR,3,,,,0,Tupper,8/9/2017
GCL,KAD17-049,291.69,345.95,Albite,4,PER,AB,4,CL,2,QZ,2,CB,2,,,,0,Tupper,8/10/2017
GCL,KAD17-049,345.95,360.1,FuQtzCarb,3,PER,CB,3,QZ,4,FU,2,MS,2,,,,0,Tupper,8/12/2017
GCL,KAD17-049,360.1,367.66,FuQtzCarb,3,PER,CB,3,CL,2,QZ,3,FU,3,,,,0,Unknown,8/12/2017
GCL,KAD17-049,367.66,372.89,FuQtzCarb,4,PER,CB,4,FU,2,QZ,2,,,,,,0,Unknown,8/12/2017
GCL,KAD17-049,372.89,379.5,NA,NA,,,,,,,,,,,,,0,Unknown,9/3/2017
GCL,KAD17-049,379.5,383.3,FuQtzCarb,4,PER,CB,4,FU,3,QZ,3,,,,,,0,Unknown,8/12/2017
GCL,KAD17-049,383.3,383.6,Albite,4,PER,AB,4,CB,3,,,,,,,,0,Unknown,8/12/2017
GCL,KAD17-049,383.6,385.46,FuQtzCarb,3,PER,CB,3,FU,2,QZ,3,,,,,,0,Unknown,8/12/2017
GCL,KAD17-049,385.46,386.38,NA,NA,,,,,,,,,,,,,0,Tupper,9/3/2017
GCL,KAD17-049,386.38,388.12,QtzCarb,3,PAT,CB,3,QZ,3,FU,2,,,,,,0,Tupper,8/12/2017
GCL,KAD17-049,388.12,402.8,FuQtzCarb,3,PER,CB,3,FU,3,QZ,3,,,,,,0,Tupper,8/12/2017
GCL,KAD17-049,402.8,403.5,Albite,3,PER,AB,3,CB,3,,,,,,,,0,Tupper,8/12/2017
GCL,KAD17-049,403.5,411.23,FuQtzCarb,3,PER,CB,3,FU,3,QZ,3,,,,,,0,Tupper,8/12/2017
GCL,KAD17-049,411.23,418.8,FuQtzCarb,4,PER,CB,4,FU,4,QZ,4,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,418.8,419.8,FuQtzCarb,4,PER,CB,4,FU,4,QZ,4,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,419.8,420.05,Albite,4,PER,AB,4,MS,2,CB,2,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,420.05,423.1,FuQtzCarb,4,PER,CB,4,FU,4,QZ,3,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,423.1,423.2,Albite,4,PER,AB,4,MS,2,CB,3,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,423.2,424.18,FuQtzCarb,4,PER,CB,4,FU,4,QZ,3,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,424.18,424.45,Albite,4,PER,AB,4,MS,2,CB,2,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,424.45,433.43,FuQtzCarb,4,PER,CB,4,FU,4,QZ,2,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,433.43,433.78,Albite,4,PER,AB,4,CB,2,MS,2,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,433.78,434.17,FuQtzCarb,4,PER,CB,4,FU,4,QZ,4,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,434.17,434.45,Albite,4,PER,AB,4,CB,2,CB,2,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,434.45,439.7,FuQtzCarb,4,PER,CB,4,FU,4,QZ,2,,,,,,0,Tupper,8/13/2017
GCL,KAD17-049,439.7,446.38,NA,NA,,,,,,,,,,,,,0,Tupper,9/3/2017
GCL,KAD17-049,446.38,453,FuQtzCarb,3,PER,CB,3,CL,3,FU,3,QZ,3,MS,1,,0,Tupper,8/14/2017
GCL,KAD17-049,453,474,QtzCarb,4,PER,CB,4,QZ,3,FU,2,MS,1,CL,2,,0,Tupper,8/14/2017
GCL,KAD17-049,474,478.03,Albite,4,PER,AB,4,CB,2,QZ,2,,,,,,0,Tupper,8/14/2017
GCL,KAD17-049,478.03,480.28,FuQtzCarb,3,PER,CB,3,FU,3,QZ,3,,,,,,0,Tupper,8/14/2017
GCL,KAD17-049,480.28,483.36,FuQtzCarb,3,PER,CB,3,FU,3,QZ,3,AB,1,,,,0,Tupper,8/14/2017
GCL,KAD17-049,483.36,488.18,FuQtzCarb,4,PER,CB,4,FU,4,QZ,4,,,,,,0,Tupper,8/16/2017
GCL,KAD17-049,488.18,498,ChlQtzCarb,4,PER,CB,4,CL,4,QZ,4,MS,4,,,,0,Tupper,8/16/2017
GCL,KAD17-050A,19,40.64,FuQtzCarb,3,PER,CB,4,QZ,4,,,,,,,,0,Henderson,8/22/2017
GCL,KAD17-050A,40.64,42.74,FuQtzCarb,3,PER,FU,1,QZ,4,CB,4,,,,,,0,Henderson,8/22/2017
GCL,KAD17-050A,42.74,51,QtzCarb,3,PER,CB,3,TA,2,,,,,,,,0,Henderson,8/19/2017
GCL,KAD17-050A,51,54,TalcChl,4,PER,TA,4,CB,4,,,,,,,,0,Unknown,8/22/2017
GCL,KAD17-051,6,30.51,QtzCarb,3,PER,CB,4,CL,3,AB,2,,,,,,0,Andrienko,8/8/2017
GCL,KAD17-051,30.51,60.42,ChlQtzCarb,4,PER,CB,4,CL,4,QZ,2,CA,3,,,Veins have abundant carbonate-calcite content.,0,Andrienko,8/8/2017
GCL,KAD17-051,60.42,75.65,ChlQtzCarb,3,PER,CB,4,CA,3,CL,4,MS,2,,,,0,Andrienko,8/8/2017
GCL,KAD17-051,75.65,91.67,ChlQtzCarb,3,PER,CB,3,QZ,3,CA,2,CL,3,,,,0,Andrienko,8/8/2017
GCL,KAD17-051,91.67,94.75,ChlQtzCarb,3,SEL,CL,4,QZ,2,CB,3,,,,,"QC veins, host rock is strongly chlorite altered. QC is strong to moderate.",0,Andrienko,8/9/2017
GCL,KAD17-051,94.75,105.46,ChlQtzCarb,3,SEL,CL,3,QZ,3,CL,3,CA,2,,,Matrix is chlorite altered.,0,Andrienko,8/9/2017
GCL,KAD17-051,105.46,106.73,ChlQtzCarb,3,PER,CB,3,CA,2,CL,4,QZ,2,,,"Chlorite moderate to strong, calcite weak to moderate.",0,Andrienko,8/9/2017
GCL,KAD17-051,106.73,109.68,QtzCarb,3,PER,QZ,3,CB,3,FU,1,MS,1,,,Trace patchy fuchsite/sericite.,0,Andrienko,8/9/2017
GCL,KAD17-051,109.68,111.06,ChlQtzCarb,3,PER,QZ,3,AB,3,CL,3,,,,,Chlorite is weak to moderate.,0,Andrienko,8/9/2017
GCL,KAD17-051,111.06,115.64,QtzCarb,4,PER,QZ,4,CB,3,FU,2,MS,2,,,"Patchy fuchsite, sericite.",0,Andrienko,8/9/2017
GCL,KAD17-051,115.64,116.95,FuQtzCarb,3,PER,QZ,3,CB,3,FU,2,MS,2,,,,0,Andrienko,8/9/2017
GCL,KAD17-051,116.95,117,NA,NA,,,,,,,,,,,,,0,Andrienko,9/3/2017
GCL,KAD17-051,117,134.24,FuQtzCarb,3,PER,QZ,3,CB,3,FU,2,MS,2,,,,0,Andrienko,8/9/2017
GCL,KAD17-051,134.24,144.58,QtzCarb,3,PER,AB,3,QZ,3,CB,3,CL,2,,,,0,Andrienko,8/9/2017
GCL,KAD17-051,144.58,154.92,ChlQtzCarb,4,PER,QZ,4,CL,4,CB,3,,,,,,0,Andrienko,8/9/2017
GCL,KAD17-051,154.92,157,QtzCarb,4,PER,QZ,4,AB,4,CB,2,CL,2,,,,0,Andrienko,8/9/2017
GCL,KAD17-051,157,177.53,QtzCarb,3,PER,QZ,3,CB,3,CL,2,FU,1,MS,1,,0,Andrienko,8/9/2017
GCL,KAD17-051,177.53,177.92,NA,NA,,,,,,,,,,,,,0,Andrienko,9/3/2017
GCL,KAD17-051,177.92,221.1,FuQtzCarb,3,PER,CB,3,QZ,3,FU,3,MS,2,,,,0,Andrienko,8/10/2017
GCL,KAD17-051,221.1,240.69,NA,NA,,,,,,,,,,,,,0,Andrienko,9/3/2017
GCL,KAD17-051,240.69,256.59,ChlQtzCarb,3,PER,CL,4,QZ,2,CB,3,TA,3,,,Talc moderate to strong.,0,Andrienko,8/10/2017
GCL,KAD17-051,256.59,263.02,ChlQtzCarb,3,PER,CL,4,QZ,3,CB,2,TA,2,,,,0,Andrienko,8/10/2017
GCL,KAD17-051,263.02,266.02,Qtz,4,PER,QZ,4,AB,4,CB,1,,,,,"Dyke, strongly silicified/albitized. Trace QC veining.",0,Andrienko,8/10/2017
GCL,KAD17-051,266.02,267.79,ChlQtzCarb,3,PER,CB,2,QZ,3,CL,4,TA,,,,,0,Andrienko,8/10/2017
GCL,KAD17-051,267.79,278.9,Qtz,4,PER,QZ,4,AB,4,CB,1,CA,1,,,Trace QC and vuggy calcite veins.,0,Andrienko,8/11/2017
GCL,KAD17-051,278.9,295.57,ChlQtzCarb,3,PER,CL,4,CB,3,QZ,2,,,,,,0,Andrienko,8/11/2017
GCL,KAD17-051,295.57,305.49,QtzCarb,3,PER,CB,3,QZ,3,CL,2,,,,,,0,Andrienko,8/11/2017
GCL,KAD17-051,305.49,314.85,QtzCarb,3,PER,CB,4,QZ,3,CL,2,FU,1,,,Moderate to strong carbonate. Trace patchy fuchsite.,0,Andrienko,8/11/2017
GCL,KAD17-051,314.85,327.22,FuQtzCarb,3,PER,CB,3,QZ,3,FU,3,CL,1,,,Moderate-strong carb. Trace to weak chlorite.,0,Andrienko,8/11/2017
GCL,KAD17-051,327.22,333.69,QtzCarb,3,PER,CB,3,QZ,2,CL,2,MS,2,FU,1,Qz is weak to moderate.,0,Andrienko,8/11/2017
GCL,KAD17-051,333.69,348,ChlQtzCarb,3,PER,CL,4,CB,3,QZ,2,TA,2,,,Talc is trace to weak.,0,Andrienko,8/11/2017
GCL,KAD17-051,348,362.42,ChlQtzCarb,3,PER,CL,4,QZ,3,CB,3,TA,1,,,,0,Andrienko,8/11/2017
GCL,KAD17-051,362.42,370.42,FuQtzCarb,3,PAT,QZ,4,CB,3,FU,3,CL,2,GR,1,"Fuchsite is weak to moderate in patches. Trace to weak graphite, mostly as lamellae, and a localized ~5cm-wide sliver.",0,Andrienko,8/13/2017
GCL,KAD17-051,370.42,384,ChlQtzCarb,3,PER,CL,4,CB,3,QZ,3,GR,2,,,Moderate to strong chlorite.,0,Andrienko,8/12/2017
