Project,Hole,From_m,To_m,Min_Intensity,Min_Style,Min_Pct,VG,Min1,Min2,Min3,Min4,Min5,Comments,Relog,Logger,Timestamp
GCL,KAD17-053,307.74,313.4,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,8/19/2017
GCL,KAD17-053,313.4,317.2,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,8/19/2017
GCL,KAD17-053,317.2,344.3,3,DIS,1,TRUE,PY,,,,,"•	VG (2 x 2mm grains) in 10cm smokey qz vein 342.42m (rose gold appearance)",0,Tupper,8/19/2017
GCL,KAD17-053,344.3,345.52,1,DIS,0.1,FALSE,PY,,,,,,0,Tupper,8/19/2017
GCL,KAD17-053,345.52,360.44,3,DIS,1,FALSE,PY,PO,CP,,,,0,Tupper,8/20/2017
GCL,KAD17-053,360.44,360.74,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,8/20/2017
GCL,KAD17-053,360.74,364.35,5,DIS,5,FALSE,PY,CP,PO,,,,0,Tupper,8/20/2017
GCL,KAD17-053,364.35,375.53,1,DIS,0.1,FALSE,PY,,,,,,0,Tupper,8/20/2017
GCL,KAD17-053,375.53,377.09,5,PAT,10,FALSE,PY,,,,,,0,Tupper,8/20/2017
GCL,KAD17-053,377.09,394.95,4,DIS,2.5,FALSE,PY,AS,,,,,0,Tupper,8/20/2017
GCL,KAD17-053,394.95,395.71,3,DIS,2.5,FALSE,PY,,,,,,0,Tupper,8/20/2017
GCL,KAD17-053,395.71,414,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,8/22/2017
GCL,KAD17-053,414,414.4,NA,,,FALSE,,,,,,,0,Tupper,8/22/2017
GCL,KAD17-053,414.4,417.85,1,DIS,0.1,FALSE,PY,,,,,,0,Tupper,8/22/2017
GCL,KAD17-053,417.85,444,3,DIS,1,FALSE,PY,,,,,,0,Tupper,8/25/2017
GCL,KAD17-054,2.37,97.93,2,BLP,0.5,FALSE,PY,PO,,,,"Weak to moderate pyrrhotite, weak pyrite.",0,Andrienko,8/18/2017
GCL,KAD17-054,97.93,106.13,1,PAT,0.1,FALSE,PY,PO,,,,,0,Andrienko,8/18/2017
GCL,KAD17-054,106.13,126.83,3,DIS,1,FALSE,PY,PO,,,,"Weak to moderate pyrite, trace pyrrhotite.",0,Andrienko,8/18/2017
GCL,KAD17-054,126.83,134.6,1,DIS,0.1,FALSE,PY,PO,,,,,0,Andrienko,8/18/2017
GCL,KAD17-054,134.6,152.67,2,DIS,0.5,FALSE,PO,PY,,,,"Pyrrhotite along chlorite-rich foliation plains. Trace sparse, euhedral pyrite.",0,Andrienko,8/18/2017
GCL,KAD17-054,152.67,160.26,3,DIS,1,FALSE,PY,PO,,,,"Moderate pyrite, weak pyrrhotite.",0,Andrienko,8/19/2017
GCL,KAD17-054,160.26,172.35,2,DIS,0.5,FALSE,PY,,,,,,0,Andrienko,8/19/2017
GCL,KAD17-054,172.35,186.75,5,DIS,2,FALSE,PY,AS,,,,"Intense pyrite, strong arsenopyrite.",0,Andrienko,8/19/2017
GCL,KAD17-054,186.75,194.28,1,DIS,0.1,FALSE,PY,,,,,,0,Andrienko,8/19/2017
GCL,KAD17-054,194.28,217.41,1,DIS,0.1,FALSE,PY,PO,,,,,0,Andrienko,8/19/2017
GCL,KAD17-054,217.41,223.84,1,DIS,0.1,FALSE,PY,SP,,,,,0,Andrienko,8/19/2017
GCL,KAD17-054,223.84,253.79,1,DIS,0.1,FALSE,PY,SP,CP,,,,0,Andrienko,8/19/2017
GCL,KAD17-054,253.79,258.42,3,DIS,1,FALSE,PY,PO,,,,,0,Andrienko,8/19/2017
GCL,KAD17-054,258.42,261.67,5,DIS,5,FALSE,PY,PO,,,,,0,Andrienko,8/19/2017
GCL,KAD17-054,261.67,286.41,3,DIS,1,FALSE,PY,PO,,,,,0,Andrienko,8/20/2017
GCL,KAD17-054,286.41,293.66,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,8/20/2017
GCL,KAD17-054,293.66,293.96,3,VE,10,FALSE,PY,,,,,localized moderate py mineralization,0,Brown,8/20/2017
GCL,KAD17-054,293.96,298.08,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,8/21/2017
GCL,KAD17-054,298.08,300,NA,,,FALSE,,,,,,,0,Tupper,8/21/2017
GCL,KAD17-054,300,300.54,4,DIS,2.5,FALSE,PY,AS,,,,,0,Tupper,8/21/2017
GCL,KAD17-054,300.54,303,NA,,,FALSE,,,,,,,0,Tupper,8/21/2017
GCL,KAD17-055,13.5,22.35,1,DIS,0.1,FALSE,PY,CP,,,,,0,Tupper,8/22/2017
GCL,KAD17-055,22.35,22.45,5,VN,15,FALSE,PY,PO,CP,,,,0,Tupper,8/22/2017
GCL,KAD17-055,22.45,26.1,3,DIS,2,FALSE,PY,CP,,,,,0,Tupper,8/22/2017
GCL,KAD17-055,26.1,33.86,2,DIS,0.5,FALSE,PY,CP,AS,,,,0,Tupper,8/23/2017
GCL,KAD17-055,33.86,34.46,5,BLP,50,FALSE,PY,,,,,,0,Brown,8/23/2017
GCL,KAD17-055,34.46,41.52,2,DIS,0.5,FALSE,PY,CP,AS,,,,0,Brown,8/23/2017
GCL,KAD17-055,41.52,44.5,2,DIS,0.5,FALSE,AS,,,,,,0,Brown,8/24/2017
GCL,KAD17-055,44.5,45.8,2,PAT,0.5,FALSE,PY,CP,,,,,0,Henderson,8/25/2017
GCL,KAD17-055,45.8,53.4,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,8/25/2017
GCL,KAD17-055,53.4,61.2,2,DIS,0.5,TRUE,PY,,,,,large flakes of gold 5-10mm,0,Henderson,8/25/2017
GCL,KAD17-055,61.2,66.49,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,8/25/2017
GCL,KAD17-056,3.79,22.3,1,DIS,0.1,FALSE,PY,,,,,,0,Tupper,8/22/2017
GCL,KAD17-056,22.3,48.36,1,DIS,0.1,FALSE,PY,,,,,,0,Tupper,8/22/2017
GCL,KAD17-056,48.36,61.1,1,DIS,0.1,FALSE,PY,,,,,,0,Tupper,8/22/2017
GCL,KAD17-056,61.1,72.27,3,DIS,1,FALSE,PY,,,,,,0,Tupper,8/22/2017
GCL,KAD17-056,72.27,123.74,3,DIS,0.5,FALSE,PY,,,,,,0,Tupper,8/23/2017
GCL,KAD17-056,123.74,147.44,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,8/23/2017
GCL,KAD17-056,147.44,180.16,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,8/23/2017
GCL,KAD17-056,180.16,189,3,DIS,1,FALSE,PY,,,,,,0,Tupper,8/23/2017
GCL,KAD17-056,189,219.29,2,DIS,0.5,FALSE,PY,,,,,,0,Tupper,8/23/2017
GCL,KAD17-056,219.29,224.5,3,DIS,1.5,FALSE,PY,,,,,,0,Tupper,8/23/2017
GCL,KAD17-056,224.5,264.81,3,DIS,1,FALSE,PY,,,,,,0,Tupper,8/25/2017
GCL,KAD17-056,264.81,283.39,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,8/25/2017
GCL,KAD17-056,283.39,288.37,1,DIS,0.1,FALSE,PY,,,,,,0,Brown,9/1/2017
GCL,KAD17-056,288.37,288.67,2,BLP,1,FALSE,PY,,,,,,0,Brown,9/1/2017
GCL,KAD17-056,288.67,306.45,1,DIS,0.1,FALSE,PY,,,,,,0,Brown,9/1/2017
GCL,KAD17-056,306.45,307.19,1,DIS,0.1,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-056,307.19,307.94,1,DIS,0.1,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-056,307.94,318.5,1,DIS,0.1,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-056,318.5,320,0,,,FALSE,,,,,,,0,Brown,8/26/2017
GCL,KAD17-056,320,323,0,,,FALSE,,,,,,,0,Brown,8/26/2017
GCL,KAD17-056,323,331.43,1,BLP,0.1,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-056,331.43,333.57,1,DIS,0.1,FALSE,,,,,,,0,Brown,9/1/2017
GCL,KAD17-056,333.57,335.89,3,BLP,1,FALSE,PY,,,,,,0,Brown,8/27/2017
GCL,KAD17-056,335.89,341,3,DIS,1,FALSE,PY,,,,,,0,Brown,8/27/2017
GCL,KAD17-056,341,344,3,DIS,1,FALSE,PY,,,,,,0,Brown,8/27/2017
GCL,KAD17-056,344,361.09,3,DIS,1,FALSE,PY,,,,,,0,Brown,8/27/2017
GCL,KAD17-056,361.09,365.23,3,DIS,1,FALSE,PY,,,,,,0,Brown,8/27/2017
GCL,KAD17-056,365.23,366,3,DIS,2,FALSE,PY,,,,,,0,Brown,8/27/2017
GCL,KAD17-056,366,370.27,3,DIS,3,FALSE,PY,CP,,,,Trace Cp seen near veined Py,0,Brown,8/27/2017
GCL,KAD17-056,370.27,390.65,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,8/27/2017
GCL,KAD17-056,390.65,392,3,DIS,1,FALSE,PY,,,,,,0,Brown,8/27/2017
GCL,KAD17-056,392,401.98,3,DIS,0.5,FALSE,PY,CP,,,,,0,Brown,8/27/2017
GCL,KAD17-056,401.98,406.14,2,DIS,0.1,FALSE,PY,,,,,,0,Brown,8/28/2017
GCL,KAD17-056,406.14,409,3,DIS,0.5,FALSE,PY,,,,,,0,Brown,8/29/2017
GCL,KAD17-056,409,410.41,NA,,,FALSE,,,,,,,0,Brown,9/3/2017
GCL,KAD17-056,410.41,419.6,2,BLP,1,FALSE,PY,AS,,,,,0,Brown,8/29/2017
GCL,KAD17-056,419.6,425.48,3,DIS,1,FALSE,PY,,,,,,0,Brown,9/1/2017
GCL,KAD17-056,425.48,425.6,NA,,,FALSE,,,,,,,0,Brown,9/3/2017
GCL,KAD17-056,425.6,426.26,3,DIS,1,FALSE,PY,,,,,,0,Brown,8/30/2017
GCL,KAD17-056,426.26,428.18,1,DIS,0.1,FALSE,PY,,,,,,0,Brown,8/30/2017
GCL,KAD17-056,428.18,437,3,DIS,1,FALSE,PY,,,,,,0,Brown,8/30/2017
GCL,KAD17-056,437,450,3,DIS,1,FALSE,PY,,,,,,0,Brown,8/31/2017
GCL,KAD17-057,18.09,27.29,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,8/26/2017
GCL,KAD17-057,27.29,32.11,3,DIS,1,FALSE,PY,,,,,"weak, locally moderate",0,Henderson,8/26/2017
GCL,KAD17-057,32.11,50.58,1,DIS,0.1,FALSE,PY,,,,,,0,Henderson,8/28/2017
GCL,KAD17-057,50.58,51,NA,,,FALSE,,,,,,,0,Henderson,8/28/2017
GCL,KAD17-058,7,12,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-058,12,21,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-058,21,23,3,DIS,1,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-058,23,37.86,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-058,37.86,39.14,3,DIS,0.5,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-058,39.14,47,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-058,47,51,3,DIS,1.5,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-058,51,53.46,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,8/26/2017
GCL,KAD17-058,53.46,60,,,,FALSE,,,,,,,0,Brown,8/26/2017
GCL,KAD17-059,5.01,24,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,8/27/2017
GCL,KAD17-059,24,27.97,0,,,FALSE,,,,,,,0,Henderson,8/27/2017
GCL,KAD17-059,27.97,64.92,0,,,FALSE,,,,,,,0,Henderson,8/27/2017
GCL,KAD17-059,64.92,86,1,DIS,0.1,FALSE,PY,,,,,,0,Henderson,8/27/2017
GCL,KAD17-059,86,86.85,0,,,FALSE,,,,,,,0,Henderson,8/27/2017
GCL,KAD17-059,86.85,91.31,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,8/27/2017
GCL,KAD17-059,91.31,104.09,4,DIS,2,FALSE,PY,AS,PO,,,,0,Henderson,8/27/2017
GCL,KAD17-059,104.09,105.14,4,BLP,5,FALSE,PY,,,,,,0,Henderson,8/27/2017
GCL,KAD17-059,105.14,117.48,3,BLP,1,FALSE,PY,,,,,,0,Henderson,8/27/2017
GCL,KAD17-059,117.48,130.86,3,DIS,1,FALSE,PY,,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,130.86,139.52,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,139.52,141.73,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,141.73,167,1,DIS,0.1,FALSE,PY,,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,167,171.33,1,DIS,0.1,FALSE,PY,,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,171.33,191.5,0,,,FALSE,,,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,191.5,200.88,0,,,FALSE,,,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,200.88,209.87,1,DIS,0.1,FALSE,PY,,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,209.87,245.17,3,PAT,1,FALSE,PY,AS,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,245.17,255,2,BLP,0.5,FALSE,PY,,,,,mineralization near albite alteration,0,Henderson,8/28/2017
GCL,KAD17-059,255,281.87,1,DIS,0.1,FALSE,PY,,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,281.87,284.27,1,DIS,0.1,FALSE,PY,,,,,,0,Henderson,8/28/2017
GCL,KAD17-059,284.27,302.94,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,8/29/2017
GCL,KAD17-059,302.94,314.14,1,FRC,0.1,FALSE,PY,,,,,,0,Henderson,8/29/2017
GCL,KAD17-059,314.14,330,0,,,FALSE,,,,,,,0,Henderson,8/29/2017
GCL,KAD17-060,12.44,27,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,8/27/2017
GCL,KAD17-061,0,17,NA,,,FALSE,,,,,,,0,Shiroki,8/28/2017
GCL,KAD17-061,17,36.18,1,DIS,0.01,FALSE,PY,AS,,,,,0,Shiroki,8/28/2017
GCL,KAD17-061,36.18,39.81,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,8/28/2017
GCL,KAD17-061,39.81,42.12,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,8/28/2017
GCL,KAD17-061,42.12,50,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,8/29/2017
GCL,KAD17-062,14.46,17.36,1,DIS,0.1,FALSE,PY,,,,,,0,Henderson,8/31/2017
GCL,KAD17-062,17.36,74.88,1,DIS,0.1,FALSE,PY,,,,,,0,Henderson,9/1/2017
GCL,KAD17-062,74.88,82.22,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,9/1/2017
GCL,KAD17-062,82.22,85.33,2,DIS,0.5,FALSE,PY,CP,,,,,0,Henderson,9/1/2017
GCL,KAD17-062,85.33,98.21,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,9/2/2017
GCL,KAD17-062,98.21,100.69,4,DIS,1,FALSE,PY,,,,,finely disseminated,0,Henderson,9/2/2017
GCL,KAD17-062,100.69,108.77,3,DIS,0.5,FALSE,PY,,,,,vey fine,0,Henderson,9/2/2017
GCL,KAD17-062,108.77,115.5,3,DIS,0.5,FALSE,PY,CP,TT,,,,0,Henderson,9/2/2017
GCL,KAD17-062,115.5,116.14,NA,,,FALSE,,,,,,,0,Henderson,9/2/2017
GCL,KAD17-062,116.14,116.75,NA,,,FALSE,,,,,,,0,Henderson,9/2/2017
GCL,KAD17-062,116.75,118.88,NA,,,FALSE,,,,,,,0,Henderson,9/2/2017
GCL,KAD17-062,118.88,120,NA,,,FALSE,,,,,,,0,Henderson,9/2/2017
GCL,KAD17-063,10.5,15.47,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,8/30/2017
GCL,KAD17-063,15.47,39.97,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,8/30/2017
GCL,KAD17-063,39.97,41.8,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,8/30/2017
GCL,KAD17-063,41.8,51.2,0,,,FALSE,,,,,,No sulphides observed,0,Shiroki,8/30/2017
GCL,KAD17-063,51.2,54.52,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,8/30/2017
GCL,KAD17-063,54.52,68.56,1,DIS,0.1,FALSE,PY,,,,,Disseminated and in veins,0,Shiroki,8/30/2017
GCL,KAD17-063,68.56,75,1,DIS,0.1,FALSE,PY,AS,,,,"Possible (unlikely) Arsenopyrite disseminated, extremely fine, much less than 0.1 %",0,Shiroki,8/30/2017
GCL,KAD17-063,75,93.4,1,DIS,0.01,FALSE,AS,CP,,,,Possible patch of AS dissemination and a CP grain at 91.13m,0,Shiroki,8/30/2017
GCL,KAD17-063,93.4,99.2,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,99.2,101,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,101,117.77,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,117.77,122.17,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,122.17,136.67,4,DIS,2,FALSE,PY,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,136.67,138.21,4,DIS,2,FALSE,PY,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,138.21,149,4,DIS,2,FALSE,PY,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,149,157.8,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,157.8,166.92,2,DIS,0.5,FALSE,PY,AS,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,166.92,176.55,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,176.55,184.49,1,DIS,0.1,FALSE,PO,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,184.49,193,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,8/31/2017
GCL,KAD17-063,193,198,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-063,198,204.45,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-063,204.45,218.53,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-063,218.53,230.84,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-063,230.84,249,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,9/1/2017
GCL,KAD17-064,18.72,34.56,1,DIS,0.2,FALSE,PY,PO,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,34.56,40.75,1,DIS,0.1,FALSE,PY,PO,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,40.75,41.85,4,BLP,2,FALSE,PY,PO,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,41.85,62.56,1,DIS,0.1,FALSE,PY,PO,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,62.56,72.27,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,72.27,88.62,3,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,88.62,93.81,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,93.81,124.48,4,DIS,2,FALSE,PY,CP,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,124.48,136.72,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,9/2/2017
GCL,KAD17-064,136.72,149.55,4,DIS,2,FALSE,PY,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,149.55,165.27,1,DIS,0.1,FALSE,PO,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,165.27,180.35,1,DIS,0.1,FALSE,PO,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,180.35,188.65,1,DIS,0.1,FALSE,CP,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,188.65,190.5,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,190.5,192,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,192,196.63,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,196.63,197.77,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,197.77,199.1,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,199.1,199.54,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,199.54,204.8,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,204.8,206.26,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,206.26,207,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,207,208.35,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,208.35,210,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,210,212.08,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,212.08,212.9,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,212.9,218.14,NA,,,FALSE,,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,218.14,221.56,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,221.56,232.78,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,9/3/2017
GCL,KAD17-064,232.78,261,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,261,269.86,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,269.86,270.65,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,270.65,271.4,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,271.4,275.6,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,275.6,287,2,DIS,0.5,FALSE,PY,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,287,320.46,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,320.46,331,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-064,331,338.34,1,DIS,0.1,FALSE,PY,,,,,,0,Shiroki,9/4/2017
GCL,KAD17-065,5,129,3,DIS,1,FALSE,PY,,,,,,0,Brown,9/3/2017
GCL,KAD17-065,129,166.6,4,DIS,2,FALSE,PY,,,,,,0,Brown,9/3/2017
GCL,KAD17-065,166.6,204.25,2,DIS,0.5,FALSE,PY,,,,,,0,Brown,9/3/2017
GCL,KAD17-065,204.25,223.85,3,DIS,1,FALSE,PY,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,223.85,245,4,DIS,2,FALSE,PY,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,245,247,5,DIS,3,FALSE,PY,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,247,249.65,4,DIS,2,FALSE,PY,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,249.65,250,,,,FALSE,,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,250,262.25,3,DIS,1,FALSE,PY,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,262.25,263,,,,FALSE,,,,,,,0,Brown,9/4/2017
GCL,KAD17-065,263,321.1,2,DIS,0.5,FALSE,,,,,,,0,Brown,9/5/2017
GCL,KAD17-065,321.1,332.15,4,DIS,2,FALSE,PY,,,,,,0,Brown,9/5/2017
GCL,KAD17-065,332.15,334,4,BLP,3,FALSE,PY,,,,,,0,Brown,9/5/2017
GCL,KAD17-065,334,344.15,3,DIS,1,FALSE,PY,,,,,,0,Brown,9/5/2017
GCL,KAD17-065,344.15,347.18,3,DIS,1,FALSE,PY,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,347.18,348,3,DIS,1,TRUE,PY,VG,,,,,0,Brown,9/6/2017
GCL,KAD17-065,348,351.36,3,DIS,1,FALSE,PY,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,351.36,364.64,NA,,,FALSE,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,364.64,369.83,3,DIS,1,FALSE,PY,,,,,,0,Brown,9/8/2017
GCL,KAD17-065,369.83,376.15,NA,,,FALSE,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,376.15,377.5,NA,,,FALSE,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,377.5,379.37,3,DIS,1,FALSE,PY,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,379.37,381,NA,,,FALSE,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,381,400.66,NA,,,FALSE,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,400.66,402,NA,,,FALSE,,,,,,,0,Brown,9/6/2017
GCL,KAD17-065,402,412.01,NA,,,FALSE,,,,,,,0,Brown,9/8/2017
GCL,KAD17-065,412.01,414,NA,,,FALSE,,,,,,,0,Brown,9/8/2017
GCL,KAD17-065,414,415.85,NA,,,FALSE,,,,,,,0,Brown,9/8/2017
GCL,KAD17-065,415.85,457,2,VE,0.5,FALSE,PY,PO,,,,,0,Brown,9/8/2017
GCL,KAD17-065,457,458.8,NA,,,FALSE,,,,,,,0,Brown,9/8/2017
GCL,KAD17-065,458.8,463.64,5,DIS,5,TRUE,PY,PO,CP,VG,,,0,Brown,9/8/2017
GCL,KAD17-065,463.64,471.54,3,DIS,1,FALSE,PY,,,,,,0,Brown,9/8/2017
GCL,KAD17-066,27,37.85,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,9/2/2017
GCL,KAD17-066,37.85,40.06,2,DIS,0.5,FALSE,PY,PO,,,,,0,Henderson,9/2/2017
GCL,KAD17-066,40.06,54.47,1,DIS,0.1,FALSE,PY,,,,,,0,Henderson,9/3/2017
GCL,KAD17-066,54.47,60.26,0,,,FALSE,,,,,,,0,Henderson,9/3/2017
GCL,KAD17-066,60.26,73.82,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,9/3/2017
GCL,KAD17-066,73.82,82.27,2,DIS,0.5,FALSE,PY,,,,,,0,Henderson,9/3/2017
GCL,KAD17-066,82.27,84,NA,,,FALSE,,,,,,,0,Henderson,9/3/2017
GCL,KAD17-066,84,84.46,1,DIS,0.1,FALSE,PY,,,,,,0,Henderson,9/3/2017
GCL,KAD17-067,17.57,32.23,2,DIS,0.1,FALSE,PY,,,,,,0,Henderson,9/4/2017
GCL,KAD17-067,32.23,34.36,3,DIS,0.5,FALSE,PY,,,,,,0,Henderson,9/5/2017
GCL,KAD17-067,34.36,52.6,2,DIS,0.5,FALSE,PY,PO,AS,,,locally moderate.,0,Henderson,9/5/2017
GCL,KAD17-067,52.6,54,NA,,,FALSE,,,,,,,0,Henderson,9/5/2017
GCL,KAD17-068,5.7,6,5,DIS,3,FALSE,PY,,,,,,0,Shiroki,9/5/2017
GCL,KAD17-068,6,25.19,3,DIS,1,FALSE,PY,,,,,,0,Shiroki,9/5/2017
